period,year,quarter,zip,city,county,Electric,Hydrogen,PHEV,total
2020-Q1,2020,1,95037,,,88,0,30,118
2020-Q1,2020,1,95045,,,4,0,0,4
2020-Q1,2020,1,95046,,,2,0,2,4
2020-Q1,2020,1,95050,,,52,2,9,63
2020-Q1,2020,1,95051,,,125,1,26,152
2020-Q1,2020,1,95054,,,72,2,14,88
2020-Q1,2020,1,95060,,,51,0,10,61
2020-Q1,2020,1,95062,,,18,0,8,26
2020-Q1,2020,1,95063,,,1,0,0,1
2020-Q1,2020,1,95065,,,11,0,2,13
2020-Q1,2020,1,95066,,,33,0,4,37
2020-Q1,2020,1,95070,,,167,3,19,189
2020-Q1,2020,1,95073,,,14,0,4,18
2020-Q1,2020,1,95075,,,1,0,0,1
2020-Q1,2020,1,95076,,,19,0,3,22
2020-Q1,2020,1,95110,,,21,0,2,23
2020-Q1,2020,1,95111,,,27,1,11,39
2020-Q1,2020,1,95112,,,57,0,9,66
2020-Q1,2020,1,95113,,,5,0,2,7
2020-Q1,2020,1,95116,,,5,0,2,7
2020-Q1,2020,1,95117,,,38,0,5,43
2020-Q1,2020,1,95118,,,53,1,9,63
2020-Q1,2020,1,95119,,,24,0,7,31
2020-Q1,2020,1,95120,,,152,3,27,182
2020-Q1,2020,1,95121,,,29,0,12,41
2020-Q1,2020,1,95122,,,16,0,4,20
2020-Q1,2020,1,95123,,,93,0,28,121
2020-Q1,2020,1,95124,,,140,3,32,175
2020-Q1,2020,1,95125,,,93,0,29,122
2020-Q1,2020,1,95126,,,66,3,14,83
2020-Q1,2020,1,95127,,,27,0,10,37
2020-Q1,2020,1,95128,,,37,0,7,44
2020-Q1,2020,1,95129,,,73,3,21,97
2020-Q1,2020,1,95130,,,34,0,5,39
2020-Q1,2020,1,95131,,,57,2,12,71
2020-Q1,2020,1,95132,,,56,0,10,66
2020-Q1,2020,1,95133,,,29,0,3,32
2020-Q1,2020,1,95134,,,73,1,14,88
2020-Q1,2020,1,95135,,,81,0,23,104
2020-Q1,2020,1,95136,,,61,3,25,89
2020-Q1,2020,1,95138,,,53,2,10,65
2020-Q1,2020,1,95139,,,8,0,3,11
2020-Q1,2020,1,95140,,,1,0,0,1
2020-Q1,2020,1,95148,,,71,0,13,84
2020-Q1,2020,1,95201,,,1,0,0,1
2020-Q1,2020,1,95202,,,1,0,0,1
2020-Q1,2020,1,95203,,,1,0,1,2
2020-Q1,2020,1,95204,,,4,0,3,7
2020-Q1,2020,1,95205,,,1,0,0,1
2020-Q1,2020,1,95206,,,4,0,6,10
2020-Q1,2020,1,95207,,,4,0,3,7
2020-Q1,2020,1,95209,,,9,0,0,9
2020-Q1,2020,1,95210,,,1,0,2,3
2020-Q1,2020,1,95212,,,12,0,1,13
2020-Q1,2020,1,95215,,,0,0,2,2
2020-Q1,2020,1,95219,,,16,0,2,18
2020-Q1,2020,1,95220,,,2,0,1,3
2020-Q1,2020,1,95222,,,1,0,0,1
2020-Q1,2020,1,95223,,,2,0,0,2
2020-Q1,2020,1,95228,,,2,0,0,2
2020-Q1,2020,1,95230,,,1,0,0,1
2020-Q1,2020,1,95231,,,1,0,0,1
2020-Q1,2020,1,95240,,,9,0,2,11
2020-Q1,2020,1,95242,,,10,0,3,13
2020-Q1,2020,1,95245,,,1,0,0,1
2020-Q1,2020,1,95247,,,2,0,0,2
2020-Q1,2020,1,95249,,,1,0,0,1
2020-Q1,2020,1,95252,,,4,0,3,7
2020-Q1,2020,1,95258,,,1,0,1,2
2020-Q1,2020,1,95301,,,4,0,0,4
2020-Q1,2020,1,95304,,,10,0,7,17
2020-Q1,2020,1,95307,,,7,0,1,8
2020-Q1,2020,1,95310,,,0,0,1,1
2020-Q1,2020,1,95311,,,0,0,1,1
2020-Q1,2020,1,95315,,,1,0,0,1
2020-Q1,2020,1,95316,,,2,0,1,3
2020-Q1,2020,1,95318,,,0,0,1,1
2020-Q1,2020,1,95320,,,1,0,1,2
2020-Q1,2020,1,95321,,,3,0,0,3
2020-Q1,2020,1,95328,,,1,0,1,2
2020-Q1,2020,1,95329,,,1,0,0,1
2020-Q1,2020,1,95330,,,13,0,4,17
2020-Q1,2020,1,95334,,,3,0,0,3
2020-Q1,2020,1,95336,,,15,0,6,21
2020-Q1,2020,1,95337,,,15,0,5,20
2020-Q1,2020,1,95338,,,2,0,0,2
2020-Q1,2020,1,95340,,,3,0,2,5
2020-Q1,2020,1,95341,,,1,0,0,1
2020-Q1,2020,1,95346,,,1,0,0,1
2020-Q1,2020,1,95348,,,2,0,0,2
2020-Q1,2020,1,95350,,,4,0,5,9
2020-Q1,2020,1,95351,,,11,0,0,11
2020-Q1,2020,1,95354,,,6,0,0,6
2020-Q1,2020,1,95355,,,4,0,2,6
2020-Q1,2020,1,95356,,,10,0,2,12
2020-Q1,2020,1,95357,,,0,0,1,1
2020-Q1,2020,1,95358,,,1,0,1,2
2020-Q1,2020,1,95360,,,1,0,0,1
2020-Q1,2020,1,95361,,,8,0,2,10
2020-Q1,2020,1,95363,,,7,0,3,10
2020-Q1,2020,1,95364,,,1,0,0,1
2020-Q1,2020,1,95366,,,7,0,3,10
2020-Q1,2020,1,95367,,,4,0,1,5
2020-Q1,2020,1,95368,,,2,0,1,3
2020-Q1,2020,1,95370,,,5,0,3,8
2020-Q1,2020,1,95376,,,17,0,4,21
2020-Q1,2020,1,95377,,,25,1,9,35
2020-Q1,2020,1,95380,,,4,0,2,6
2020-Q1,2020,1,95382,,,12,0,2,14
2020-Q1,2020,1,95383,,,3,0,0,3
2020-Q1,2020,1,95386,,,0,0,2,2
2020-Q1,2020,1,95388,,,1,0,0,1
2020-Q1,2020,1,95391,,,84,0,15,99
2020-Q1,2020,1,95401,,,18,0,5,23
2020-Q1,2020,1,95402,,,1,0,0,1
2020-Q1,2020,1,95403,,,20,0,6,26
2020-Q1,2020,1,95404,,,24,0,5,29
2020-Q1,2020,1,95405,,,19,0,4,23
2020-Q1,2020,1,95407,,,11,0,10,21
2020-Q1,2020,1,95409,,,21,0,5,26
2020-Q1,2020,1,95415,,,1,0,0,1
2020-Q1,2020,1,95416,,,1,0,0,1
2020-Q1,2020,1,95420,,,1,0,0,1
2020-Q1,2020,1,95421,,,2,0,0,2
2020-Q1,2020,1,95422,,,1,0,0,1
2020-Q1,2020,1,95425,,,3,0,0,3
2020-Q1,2020,1,95426,,,1,0,0,1
2020-Q1,2020,1,95436,,,3,0,0,3
2020-Q1,2020,1,95441,,,1,0,0,1
2020-Q1,2020,1,95442,,,3,0,1,4
2020-Q1,2020,1,95445,,,0,0,1,1
2020-Q1,2020,1,95446,,,3,0,0,3
2020-Q1,2020,1,95448,,,11,0,1,12
2020-Q1,2020,1,95449,,,1,0,0,1
2020-Q1,2020,1,95450,,,0,0,1,1
2020-Q1,2020,1,95451,,,2,0,0,2
2020-Q1,2020,1,95452,,,3,0,0,3
2020-Q1,2020,1,95453,,,2,0,0,2
2020-Q1,2020,1,95456,,,1,0,0,1
2020-Q1,2020,1,95457,,,1,0,0,1
2020-Q1,2020,1,95460,,,2,0,0,2
2020-Q1,2020,1,95465,,,1,0,0,1
2020-Q1,2020,1,95466,,,0,0,1,1
2020-Q1,2020,1,95467,,,1,0,0,1
2020-Q1,2020,1,95470,,,1,0,0,1
2020-Q1,2020,1,95472,,,27,0,8,35
2020-Q1,2020,1,95476,,,25,0,5,30
2020-Q1,2020,1,95482,,,3,0,0,3
2020-Q1,2020,1,95490,,,1,0,0,1
2020-Q1,2020,1,95492,,,3,0,4,7
2020-Q1,2020,1,95497,,,1,0,0,1
2020-Q1,2020,1,95501,,,1,0,0,1
2020-Q1,2020,1,95503,,,2,0,1,3
2020-Q1,2020,1,95518,,,1,0,0,1
2020-Q1,2020,1,95519,,,2,0,0,2
2020-Q1,2020,1,95521,,,2,0,1,3
2020-Q1,2020,1,95524,,,1,0,1,2
2020-Q1,2020,1,95525,,,2,0,0,2
2020-Q1,2020,1,95531,,,1,0,0,1
2020-Q1,2020,1,95540,,,1,0,0,1
2020-Q1,2020,1,95542,,,2,0,0,2
2020-Q1,2020,1,95547,,,1,0,0,1
2020-Q1,2020,1,95553,,,1,0,0,1
2020-Q1,2020,1,95558,,,0,0,1,1
2020-Q1,2020,1,95570,,,2,0,0,2
2020-Q1,2020,1,95602,,,13,0,3,16
2020-Q1,2020,1,95603,,,20,0,3,23
2020-Q1,2020,1,95605,,,3,0,0,3
2020-Q1,2020,1,95608,,,33,0,14,47
2020-Q1,2020,1,95610,,,4,0,1,5
2020-Q1,2020,1,95614,,,0,0,1,1
2020-Q1,2020,1,95616,,,38,0,9,47
2020-Q1,2020,1,95617,,,1,0,1,2
2020-Q1,2020,1,95618,,,32,0,12,44
2020-Q1,2020,1,95619,,,0,0,1,1
2020-Q1,2020,1,95620,,,5,0,0,5
2020-Q1,2020,1,95621,,,3,0,1,4
2020-Q1,2020,1,95623,,,2,0,1,3
2020-Q1,2020,1,95624,,,24,0,5,29
2020-Q1,2020,1,95626,,,1,0,0,1
2020-Q1,2020,1,95628,,,29,1,7,37
2020-Q1,2020,1,95629,,,1,0,0,1
2020-Q1,2020,1,95630,,,82,0,16,98
2020-Q1,2020,1,95631,,,3,0,1,4
2020-Q1,2020,1,95632,,,6,0,3,9
2020-Q1,2020,1,95633,,,1,0,0,1
2020-Q1,2020,1,95634,,,0,0,1,1
2020-Q1,2020,1,95641,,,1,0,0,1
2020-Q1,2020,1,95645,,,2,0,0,2
2020-Q1,2020,1,95648,,,31,0,7,38
2020-Q1,2020,1,95650,,,15,0,1,16
2020-Q1,2020,1,95651,,,2,0,0,2
2020-Q1,2020,1,95652,,,12,2,1,15
2020-Q1,2020,1,95655,,,1,0,3,4
2020-Q1,2020,1,95658,,,4,0,0,4
2020-Q1,2020,1,95660,,,2,0,0,2
2020-Q1,2020,1,95661,,,21,1,9,31
2020-Q1,2020,1,95662,,,11,0,2,13
2020-Q1,2020,1,95663,,,1,0,0,1
2020-Q1,2020,1,95666,,,1,0,0,1
2020-Q1,2020,1,95667,,,11,0,1,12
2020-Q1,2020,1,95669,,,2,0,0,2
2020-Q1,2020,1,95670,,,24,0,4,28
2020-Q1,2020,1,95672,,,0,0,2,2
2020-Q1,2020,1,95673,,,2,0,2,4
2020-Q1,2020,1,95677,,,20,0,3,23
2020-Q1,2020,1,95678,,,20,0,5,25
2020-Q1,2020,1,95679,,,1,0,0,1
2020-Q1,2020,1,95681,,,1,0,0,1
2020-Q1,2020,1,95682,,,11,0,7,18
2020-Q1,2020,1,95683,,,8,0,0,8
2020-Q1,2020,1,95684,,,1,0,0,1
2020-Q1,2020,1,95685,,,4,0,1,5
2020-Q1,2020,1,95687,,,16,0,13,29
2020-Q1,2020,1,95688,,,17,0,4,21
2020-Q1,2020,1,95690,,,3,0,0,3
2020-Q1,2020,1,95691,,,13,1,6,20
2020-Q1,2020,1,95693,,,1,0,2,3
2020-Q1,2020,1,95694,,,1,0,1,2
2020-Q1,2020,1,95695,,,9,0,3,12
2020-Q1,2020,1,95703,,,0,0,1,1
2020-Q1,2020,1,95709,,,1,0,0,1
2020-Q1,2020,1,95713,,,3,0,0,3
2020-Q1,2020,1,95722,,,3,0,0,3
2020-Q1,2020,1,95724,,,1,0,0,1
2020-Q1,2020,1,95726,,,0,0,2,2
2020-Q1,2020,1,95742,,,13,0,8,21
2020-Q1,2020,1,95746,,,46,0,3,49
2020-Q1,2020,1,95747,,,51,0,6,57
2020-Q1,2020,1,95757,,,33,0,9,42
2020-Q1,2020,1,95758,,,24,2,8,34
2020-Q1,2020,1,95762,,,81,1,13,95
2020-Q1,2020,1,95764,,,0,0,1,1
2020-Q1,2020,1,95765,,,38,0,6,44
2020-Q1,2020,1,95776,,,16,0,3,19
2020-Q1,2020,1,95811,,,3,0,3,6
2020-Q1,2020,1,95814,,,16,1,5,22
2020-Q1,2020,1,95815,,,5,0,2,7
2020-Q1,2020,1,95816,,,10,0,0,10
2020-Q1,2020,1,95817,,,5,0,0,5
2020-Q1,2020,1,95818,,,19,0,10,29
2020-Q1,2020,1,95819,,,14,0,5,19
2020-Q1,2020,1,95820,,,3,0,1,4
2020-Q1,2020,1,95821,,,13,0,4,17
2020-Q1,2020,1,95822,,,27,0,1,28
2020-Q1,2020,1,95823,,,4,0,3,7
2020-Q1,2020,1,95824,,,1,0,2,3
2020-Q1,2020,1,95825,,,6,0,2,8
2020-Q1,2020,1,95826,,,7,0,2,9
2020-Q1,2020,1,95827,,,4,0,0,4
2020-Q1,2020,1,95828,,,7,0,4,11
2020-Q1,2020,1,95829,,,12,0,5,17
2020-Q1,2020,1,95830,,,1,0,0,1
2020-Q1,2020,1,95831,,,37,0,8,45
2020-Q1,2020,1,95832,,,2,0,1,3
2020-Q1,2020,1,95833,,,10,0,2,12
2020-Q1,2020,1,95834,,,35,1,16,52
2020-Q1,2020,1,95835,,,32,0,7,39
2020-Q1,2020,1,95838,,,3,0,1,4
2020-Q1,2020,1,95841,,,5,0,0,5
2020-Q1,2020,1,95842,,,6,0,0,6
2020-Q1,2020,1,95843,,,19,0,4,23
2020-Q1,2020,1,95864,,,26,0,4,30
2020-Q1,2020,1,95901,,,4,0,0,4
2020-Q1,2020,1,95917,,,1,0,0,1
2020-Q1,2020,1,95918,,,1,0,0,1
2020-Q1,2020,1,95920,,,1,0,0,1
2020-Q1,2020,1,95926,,,3,0,1,4
2020-Q1,2020,1,95928,,,8,0,1,9
2020-Q1,2020,1,95938,,,2,0,0,2
2020-Q1,2020,1,95945,,,1,0,5,6
2020-Q1,2020,1,95946,,,4,0,2,6
2020-Q1,2020,1,95949,,,4,0,3,7
2020-Q1,2020,1,95953,,,4,0,0,4
2020-Q1,2020,1,95954,,,1,0,0,1
2020-Q1,2020,1,95959,,,6,0,2,8
2020-Q1,2020,1,95961,,,6,0,4,10
2020-Q1,2020,1,95962,,,2,0,0,2
2020-Q1,2020,1,95965,,,3,0,1,4
2020-Q1,2020,1,95966,,,1,0,0,1
2020-Q1,2020,1,95969,,,2,0,0,2
2020-Q1,2020,1,95971,,,1,0,0,1
2020-Q1,2020,1,95973,,,9,0,2,11
2020-Q1,2020,1,95977,,,1,0,0,1
2020-Q1,2020,1,95987,,,0,0,1,1
2020-Q1,2020,1,95988,,,0,0,1,1
2020-Q1,2020,1,95991,,,3,0,3,6
2020-Q1,2020,1,95993,,,8,0,1,9
2020-Q1,2020,1,96001,,,9,0,3,12
2020-Q1,2020,1,96002,,,5,0,2,7
2020-Q1,2020,1,96003,,,3,0,3,6
2020-Q1,2020,1,96008,,,2,0,0,2
2020-Q1,2020,1,96019,,,2,0,0,2
2020-Q1,2020,1,96020,,,1,0,0,1
2020-Q1,2020,1,96021,,,3,0,2,5
2020-Q1,2020,1,96022,,,1,0,0,1
2020-Q1,2020,1,96035,,,1,0,1,2
2020-Q1,2020,1,96052,,,0,0,1,1
2020-Q1,2020,1,96069,,,1,0,0,1
2020-Q1,2020,1,96073,,,1,0,0,1
2020-Q1,2020,1,96088,,,1,0,0,1
2020-Q1,2020,1,96093,,,1,0,0,1
2020-Q1,2020,1,96097,,,1,0,0,1
2020-Q1,2020,1,96114,,,1,0,0,1
2020-Q1,2020,1,96120,,,0,0,1,1
2020-Q1,2020,1,96140,,,1,0,0,1
2020-Q1,2020,1,96145,,,3,0,0,3
2020-Q1,2020,1,96150,,,0,0,2,2
2020-Q1,2020,1,96161,,,8,0,1,9
2020-Q1,2020,1,97202,,,1,0,0,1
2020-Q1,2020,1,97703,,,1,0,0,1
2020-Q1,2020,1,97707,,,0,0,1,1
2020-Q1,2020,1,98027,,,1,0,0,1
2020-Q1,2020,1,98029,,,0,0,1,1
2020-Q1,2020,1,98052,,,1,0,0,1
2020-Q1,2020,1,98101,,,0,0,1,1
2020-Q1,2020,1,98102,,,1,0,0,1
2020-Q1,2020,1,98115,,,1,0,0,1
2020-Q1,2020,1,99999,,,161,3,91,255
2020-Q2,2020,2,90001,,,3,0,6,9
2020-Q2,2020,2,90002,,,1,0,0,1
2020-Q2,2020,2,90003,,,1,0,0,1
2020-Q2,2020,2,90004,,,20,0,8,28
2020-Q2,2020,2,90005,,,8,0,1,9
2020-Q2,2020,2,90006,,,1,0,1,2
2020-Q2,2020,2,90007,,,6,0,2,8
2020-Q2,2020,2,90008,,,11,0,0,11
2020-Q2,2020,2,90009,,,0,0,1,1
2020-Q2,2020,2,90010,,,11,0,1,12
2020-Q2,2020,2,90011,,,3,1,0,4
2020-Q2,2020,2,90012,,,13,0,43,56
2020-Q2,2020,2,90013,,,6,0,2,8
2020-Q2,2020,2,90014,,,5,0,1,6
2020-Q2,2020,2,90015,,,12,0,2,14
2020-Q2,2020,2,90016,,,6,1,4,11
2020-Q2,2020,2,90017,,,15,0,2,17
2020-Q2,2020,2,90018,,,9,0,2,11
2020-Q2,2020,2,90019,,,21,0,6,27
2020-Q2,2020,2,90020,,,8,0,3,11
2020-Q2,2020,2,90021,,,4,0,0,4
2020-Q2,2020,2,90022,,,0,0,2,2
2020-Q2,2020,2,90024,,,30,1,10,41
2020-Q2,2020,2,90025,,,38,2,5,45
2020-Q2,2020,2,90026,,,23,0,7,30
2020-Q2,2020,2,90027,,,28,1,6,35
2020-Q2,2020,2,90028,,,18,0,2,20
2020-Q2,2020,2,90029,,,2,1,0,3
2020-Q2,2020,2,90031,,,7,0,1,8
2020-Q2,2020,2,90032,,,7,0,3,10
2020-Q2,2020,2,90033,,,0,0,2,2
2020-Q2,2020,2,90034,,,22,0,7,29
2020-Q2,2020,2,90035,,,24,0,9,33
2020-Q2,2020,2,90036,,,25,0,9,34
2020-Q2,2020,2,90037,,,3,0,2,5
2020-Q2,2020,2,90038,,,2,0,2,4
2020-Q2,2020,2,90039,,,15,0,8,23
2020-Q2,2020,2,90040,,,2,0,1,3
2020-Q2,2020,2,90041,,,9,0,3,12
2020-Q2,2020,2,90042,,,19,0,2,21
2020-Q2,2020,2,90043,,,5,0,5,10
2020-Q2,2020,2,90044,,,2,0,2,4
2020-Q2,2020,2,90045,,,22,2,19,43
2020-Q2,2020,2,90046,,,54,0,11,65
2020-Q2,2020,2,90047,,,5,0,0,5
2020-Q2,2020,2,90048,,,20,0,3,23
2020-Q2,2020,2,90049,,,65,0,11,76
2020-Q2,2020,2,90056,,,4,0,2,6
2020-Q2,2020,2,90057,,,5,0,1,6
2020-Q2,2020,2,90058,,,4,0,0,4
2020-Q2,2020,2,90059,,,1,0,0,1
2020-Q2,2020,2,90061,,,0,0,1,1
2020-Q2,2020,2,90062,,,1,0,0,1
2020-Q2,2020,2,90063,,,3,0,0,3
2020-Q2,2020,2,90064,,,36,0,5,41
2020-Q2,2020,2,90065,,,21,0,6,27
2020-Q2,2020,2,90066,,,40,0,6,46
2020-Q2,2020,2,90067,,,9,0,4,13
2020-Q2,2020,2,90068,,,39,0,8,47
2020-Q2,2020,2,90069,,,29,1,10,40
2020-Q2,2020,2,90077,,,18,0,5,23
2020-Q2,2020,2,90094,,,18,1,1,20
2020-Q2,2020,2,90095,,,2,0,0,2
2020-Q2,2020,2,90201,,,3,0,0,3
2020-Q2,2020,2,90210,,,51,0,13,64
2020-Q2,2020,2,90211,,,8,0,6,14
2020-Q2,2020,2,90212,,,16,0,3,19
2020-Q2,2020,2,90220,,,3,0,1,4
2020-Q2,2020,2,90221,,,2,0,3,5
2020-Q2,2020,2,90222,,,0,0,2,2
2020-Q2,2020,2,90230,,,16,0,5,21
2020-Q2,2020,2,90232,,,14,0,3,17
2020-Q2,2020,2,90240,,,9,0,1,10
2020-Q2,2020,2,90241,,,12,0,2,14
2020-Q2,2020,2,90242,,,5,0,3,8
2020-Q2,2020,2,90245,,,11,0,5,16
2020-Q2,2020,2,90247,,,11,1,5,17
2020-Q2,2020,2,90248,,,7,0,0,7
2020-Q2,2020,2,90249,,,5,1,1,7
2020-Q2,2020,2,90250,,,24,0,4,28
2020-Q2,2020,2,90254,,,20,0,5,25
2020-Q2,2020,2,90255,,,3,0,1,4
2020-Q2,2020,2,90260,,,6,0,3,9
2020-Q2,2020,2,90262,,,2,0,3,5
2020-Q2,2020,2,90264,,,1,0,0,1
2020-Q2,2020,2,90265,,,35,0,3,38
2020-Q2,2020,2,90266,,,57,0,17,74
2020-Q2,2020,2,90270,,,0,0,5,5
2020-Q2,2020,2,90272,,,52,0,11,63
2020-Q2,2020,2,90274,,,44,1,10,55
2020-Q2,2020,2,90275,,,52,1,11,64
2020-Q2,2020,2,90277,,,34,1,7,42
2020-Q2,2020,2,90278,,,29,0,10,39
2020-Q2,2020,2,90280,,,5,0,4,9
2020-Q2,2020,2,90290,,,3,1,3,7
2020-Q2,2020,2,90291,,,29,0,7,36
2020-Q2,2020,2,90292,,,31,1,10,42
2020-Q2,2020,2,90293,,,11,1,4,16
2020-Q2,2020,2,90301,,,1,0,1,2
2020-Q2,2020,2,90302,,,5,0,0,5
2020-Q2,2020,2,90304,,,2,0,1,3
2020-Q2,2020,2,90305,,,4,0,0,4
2020-Q2,2020,2,90401,,,6,0,1,7
2020-Q2,2020,2,90402,,,36,0,6,42
2020-Q2,2020,2,90403,,,28,0,6,34
2020-Q2,2020,2,90404,,,11,1,4,16
2020-Q2,2020,2,90405,,,31,1,5,37
2020-Q2,2020,2,90501,,,21,1,10,32
2020-Q2,2020,2,90502,,,5,0,2,7
2020-Q2,2020,2,90503,,,28,0,5,33
2020-Q2,2020,2,90504,,,11,0,4,15
2020-Q2,2020,2,90505,,,16,0,5,21
2020-Q2,2020,2,90601,,,5,0,5,10
2020-Q2,2020,2,90602,,,3,0,2,5
2020-Q2,2020,2,90603,,,2,0,2,4
2020-Q2,2020,2,90604,,,8,0,1,9
2020-Q2,2020,2,90605,,,4,0,4,8
2020-Q2,2020,2,90606,,,4,0,0,4
2020-Q2,2020,2,90608,,,0,0,1,1
2020-Q2,2020,2,90620,,,9,0,8,17
2020-Q2,2020,2,90621,,,17,1,4,22
2020-Q2,2020,2,90623,,,6,0,2,8
2020-Q2,2020,2,90630,,,12,1,7,20
2020-Q2,2020,2,90631,,,15,1,4,20
2020-Q2,2020,2,90638,,,9,0,5,14
2020-Q2,2020,2,90640,,,11,0,4,15
2020-Q2,2020,2,90650,,,16,0,3,19
2020-Q2,2020,2,90660,,,3,0,0,3
2020-Q2,2020,2,90670,,,12,0,1,13
2020-Q2,2020,2,90680,,,3,0,0,3
2020-Q2,2020,2,90701,,,4,0,0,4
2020-Q2,2020,2,90703,,,25,0,8,33
2020-Q2,2020,2,90706,,,6,0,4,10
2020-Q2,2020,2,90710,,,3,0,1,4
2020-Q2,2020,2,90712,,,15,0,2,17
2020-Q2,2020,2,90713,,,5,0,3,8
2020-Q2,2020,2,90715,,,2,0,1,3
2020-Q2,2020,2,90717,,,6,1,2,9
2020-Q2,2020,2,90720,,,16,2,5,23
2020-Q2,2020,2,90723,,,3,0,1,4
2020-Q2,2020,2,90731,,,10,0,6,16
2020-Q2,2020,2,90732,,,2,0,6,8
2020-Q2,2020,2,90740,,,10,1,5,16
2020-Q2,2020,2,90743,,,1,0,0,1
2020-Q2,2020,2,90744,,,2,0,1,3
2020-Q2,2020,2,90745,,,11,0,2,13
2020-Q2,2020,2,90746,,,3,0,2,5
2020-Q2,2020,2,90755,,,8,0,0,8
2020-Q2,2020,2,90802,,,11,0,2,13
2020-Q2,2020,2,90803,,,11,1,3,15
2020-Q2,2020,2,90804,,,5,0,1,6
2020-Q2,2020,2,90805,,,8,0,1,9
2020-Q2,2020,2,90806,,,4,0,0,4
2020-Q2,2020,2,90807,,,11,0,3,14
2020-Q2,2020,2,90808,,,15,0,3,18
2020-Q2,2020,2,90810,,,2,0,0,2
2020-Q2,2020,2,90813,,,0,0,1,1
2020-Q2,2020,2,90814,,,9,0,4,13
2020-Q2,2020,2,90815,,,17,0,8,25
2020-Q2,2020,2,91001,,,18,0,6,24
2020-Q2,2020,2,91005,,,0,0,1,1
2020-Q2,2020,2,91006,,,29,0,9,38
2020-Q2,2020,2,91007,,,11,0,3,14
2020-Q2,2020,2,91008,,,1,0,0,1
2020-Q2,2020,2,91010,,,4,0,1,5
2020-Q2,2020,2,91011,,,39,0,7,46
2020-Q2,2020,2,91016,,,24,0,4,28
2020-Q2,2020,2,91020,,,3,0,1,4
2020-Q2,2020,2,91024,,,7,0,3,10
2020-Q2,2020,2,91030,,,19,0,4,23
2020-Q2,2020,2,91040,,,9,0,4,13
2020-Q2,2020,2,91042,,,14,0,4,18
2020-Q2,2020,2,91101,,,16,0,3,19
2020-Q2,2020,2,91103,,,14,0,1,15
2020-Q2,2020,2,91104,,,16,0,3,19
2020-Q2,2020,2,91105,,,14,0,8,22
2020-Q2,2020,2,91106,,,13,0,3,16
2020-Q2,2020,2,91107,,,25,0,1,26
2020-Q2,2020,2,91108,,,21,0,2,23
2020-Q2,2020,2,91201,,,7,0,2,9
2020-Q2,2020,2,91202,,,10,0,3,13
2020-Q2,2020,2,91203,,,10,0,1,11
2020-Q2,2020,2,91204,,,3,1,13,17
2020-Q2,2020,2,91205,,,4,1,3,8
2020-Q2,2020,2,91206,,,22,0,2,24
2020-Q2,2020,2,91207,,,10,0,3,13
2020-Q2,2020,2,91208,,,12,0,1,13
2020-Q2,2020,2,91214,,,16,0,2,18
2020-Q2,2020,2,91301,,,19,0,5,24
2020-Q2,2020,2,91302,,,45,0,5,50
2020-Q2,2020,2,91303,,,4,0,0,4
2020-Q2,2020,2,91304,,,24,1,4,29
2020-Q2,2020,2,91306,,,9,0,1,10
2020-Q2,2020,2,91307,,,19,0,1,20
2020-Q2,2020,2,91311,,,25,1,3,29
2020-Q2,2020,2,91316,,,21,0,5,26
2020-Q2,2020,2,91320,,,18,0,1,19
2020-Q2,2020,2,91321,,,8,0,2,10
2020-Q2,2020,2,91324,,,10,0,2,12
2020-Q2,2020,2,91325,,,9,1,2,12
2020-Q2,2020,2,91326,,,41,2,3,46
2020-Q2,2020,2,91327,,,1,0,0,1
2020-Q2,2020,2,91331,,,5,0,6,11
2020-Q2,2020,2,91335,,,10,0,8,18
2020-Q2,2020,2,91340,,,3,0,0,3
2020-Q2,2020,2,91342,,,14,0,3,17
2020-Q2,2020,2,91343,,,22,1,10,33
2020-Q2,2020,2,91344,,,23,0,6,29
2020-Q2,2020,2,91345,,,2,0,0,2
2020-Q2,2020,2,91350,,,32,0,3,35
2020-Q2,2020,2,91351,,,3,0,5,8
2020-Q2,2020,2,91352,,,8,0,3,11
2020-Q2,2020,2,91354,,,30,1,6,37
2020-Q2,2020,2,91355,,,16,0,3,19
2020-Q2,2020,2,91356,,,27,0,7,34
2020-Q2,2020,2,91360,,,22,0,3,25
2020-Q2,2020,2,91361,,,24,0,6,30
2020-Q2,2020,2,91362,,,33,0,3,36
2020-Q2,2020,2,91364,,,25,1,6,32
2020-Q2,2020,2,91367,,,25,2,5,32
2020-Q2,2020,2,91376,,,1,0,0,1
2020-Q2,2020,2,91377,,,13,0,1,14
2020-Q2,2020,2,91381,,,19,0,3,22
2020-Q2,2020,2,91384,,,1,0,4,5
2020-Q2,2020,2,91387,,,28,0,4,32
2020-Q2,2020,2,91390,,,9,0,4,13
2020-Q2,2020,2,91401,,,16,0,9,25
2020-Q2,2020,2,91402,,,8,0,5,13
2020-Q2,2020,2,91403,,,27,0,7,34
2020-Q2,2020,2,91405,,,8,0,6,14
2020-Q2,2020,2,91406,,,12,0,3,15
2020-Q2,2020,2,91411,,,9,0,3,12
2020-Q2,2020,2,91413,,,1,0,0,1
2020-Q2,2020,2,91423,,,16,1,7,24
2020-Q2,2020,2,91436,,,32,1,7,40
2020-Q2,2020,2,91501,,,5,0,4,9
2020-Q2,2020,2,91502,,,5,0,0,5
2020-Q2,2020,2,91504,,,15,0,4,19
2020-Q2,2020,2,91505,,,22,0,7,29
