period,year,quarter,zip,city,county,Electric,Hydrogen,PHEV,total
2014-Q2,2014,2,92780,,,7,0,9,16
2014-Q2,2014,2,92782,,,6,0,16,22
2014-Q2,2014,2,92801,,,2,0,11,13
2014-Q2,2014,2,92802,,,2,0,3,5
2014-Q2,2014,2,92804,,,1,0,11,12
2014-Q2,2014,2,92805,,,4,0,14,18
2014-Q2,2014,2,92806,,,4,0,15,19
2014-Q2,2014,2,92807,,,11,0,23,34
2014-Q2,2014,2,92808,,,4,0,8,12
2014-Q2,2014,2,92815,,,0,0,1,1
2014-Q2,2014,2,92821,,,6,0,16,22
2014-Q2,2014,2,92823,,,1,0,4,5
2014-Q2,2014,2,92831,,,10,0,7,17
2014-Q2,2014,2,92832,,,1,0,5,6
2014-Q2,2014,2,92833,,,7,0,19,26
2014-Q2,2014,2,92835,,,6,0,10,16
2014-Q2,2014,2,92838,,,0,0,1,1
2014-Q2,2014,2,92840,,,4,0,9,13
2014-Q2,2014,2,92841,,,0,0,3,3
2014-Q2,2014,2,92843,,,2,0,3,5
2014-Q2,2014,2,92844,,,3,0,0,3
2014-Q2,2014,2,92845,,,1,0,5,6
2014-Q2,2014,2,92846,,,0,0,1,1
2014-Q2,2014,2,92860,,,0,0,4,4
2014-Q2,2014,2,92861,,,5,0,5,10
2014-Q2,2014,2,92865,,,1,0,8,9
2014-Q2,2014,2,92866,,,1,0,1,2
2014-Q2,2014,2,92867,,,9,0,25,34
2014-Q2,2014,2,92868,,,5,0,15,20
2014-Q2,2014,2,92869,,,12,0,10,22
2014-Q2,2014,2,92870,,,10,0,24,34
2014-Q2,2014,2,92878,,,1,0,1,2
2014-Q2,2014,2,92879,,,7,0,9,16
2014-Q2,2014,2,92880,,,16,0,31,47
2014-Q2,2014,2,92881,,,5,0,12,17
2014-Q2,2014,2,92882,,,4,0,22,26
2014-Q2,2014,2,92883,,,4,0,6,10
2014-Q2,2014,2,92886,,,16,0,26,42
2014-Q2,2014,2,92887,,,6,0,19,25
2014-Q2,2014,2,93001,,,2,0,3,5
2014-Q2,2014,2,93003,,,8,0,6,14
2014-Q2,2014,2,93004,,,2,0,3,5
2014-Q2,2014,2,93010,,,8,0,7,15
2014-Q2,2014,2,93011,,,1,0,0,1
2014-Q2,2014,2,93012,,,11,0,12,23
2014-Q2,2014,2,93013,,,4,0,2,6
2014-Q2,2014,2,93015,,,0,0,1,1
2014-Q2,2014,2,93021,,,3,0,11,14
2014-Q2,2014,2,93022,,,2,0,0,2
2014-Q2,2014,2,93023,,,7,0,9,16
2014-Q2,2014,2,93024,,,1,0,0,1
2014-Q2,2014,2,93030,,,2,0,5,7
2014-Q2,2014,2,93033,,,0,0,1,1
2014-Q2,2014,2,93035,,,0,0,4,4
2014-Q2,2014,2,93036,,,1,0,5,6
2014-Q2,2014,2,93041,,,0,0,3,3
2014-Q2,2014,2,93060,,,1,0,3,4
2014-Q2,2014,2,93063,,,8,0,23,31
2014-Q2,2014,2,93065,,,10,0,23,33
2014-Q2,2014,2,93066,,,0,0,1,1
2014-Q2,2014,2,93101,,,2,0,1,3
2014-Q2,2014,2,93102,,,2,0,0,2
2014-Q2,2014,2,93103,,,1,0,1,2
2014-Q2,2014,2,93105,,,8,0,4,12
2014-Q2,2014,2,93108,,,9,0,2,11
2014-Q2,2014,2,93109,,,3,0,1,4
2014-Q2,2014,2,93110,,,2,0,5,7
2014-Q2,2014,2,93111,,,2,0,2,4
2014-Q2,2014,2,93116,,,0,0,1,1
2014-Q2,2014,2,93117,,,1,0,6,7
2014-Q2,2014,2,93121,,,1,0,0,1
2014-Q2,2014,2,93205,,,0,0,1,1
2014-Q2,2014,2,93210,,,0,0,1,1
2014-Q2,2014,2,93215,,,0,0,1,1
2014-Q2,2014,2,93225,,,0,0,1,1
2014-Q2,2014,2,93230,,,1,0,0,1
2014-Q2,2014,2,93241,,,1,0,0,1
2014-Q2,2014,2,93244,,,0,0,1,1
2014-Q2,2014,2,93263,,,0,0,2,2
2014-Q2,2014,2,93268,,,1,0,0,1
2014-Q2,2014,2,93274,,,0,0,1,1
2014-Q2,2014,2,93277,,,4,0,1,5
2014-Q2,2014,2,93286,,,1,0,1,2
2014-Q2,2014,2,93291,,,3,0,3,6
2014-Q2,2014,2,93292,,,2,0,0,2
2014-Q2,2014,2,93301,,,0,0,1,1
2014-Q2,2014,2,93306,,,2,0,1,3
2014-Q2,2014,2,93307,,,1,0,0,1
2014-Q2,2014,2,93308,,,2,0,0,2
2014-Q2,2014,2,93309,,,3,0,1,4
2014-Q2,2014,2,93311,,,5,0,3,8
2014-Q2,2014,2,93312,,,2,0,2,4
2014-Q2,2014,2,93313,,,1,0,1,2
2014-Q2,2014,2,93314,,,1,0,4,5
2014-Q2,2014,2,93388,,,1,0,0,1
2014-Q2,2014,2,93389,,,0,0,1,1
2014-Q2,2014,2,93401,,,4,0,2,6
2014-Q2,2014,2,93402,,,4,0,2,6
2014-Q2,2014,2,93405,,,1,0,2,3
2014-Q2,2014,2,93420,,,3,0,1,4
2014-Q2,2014,2,93422,,,4,0,3,7
2014-Q2,2014,2,93428,,,4,0,2,6
2014-Q2,2014,2,93430,,,1,0,2,3
2014-Q2,2014,2,93432,,,1,0,0,1
2014-Q2,2014,2,93433,,,1,0,0,1
2014-Q2,2014,2,93436,,,0,0,1,1
2014-Q2,2014,2,93441,,,1,0,0,1
2014-Q2,2014,2,93442,,,1,0,1,2
2014-Q2,2014,2,93444,,,1,0,2,3
2014-Q2,2014,2,93446,,,5,0,2,7
2014-Q2,2014,2,93447,,,0,0,1,1
2014-Q2,2014,2,93449,,,1,0,0,1
2014-Q2,2014,2,93451,,,1,0,0,1
2014-Q2,2014,2,93455,,,1,0,1,2
2014-Q2,2014,2,93458,,,0,0,1,1
2014-Q2,2014,2,93463,,,0,0,2,2
2014-Q2,2014,2,93465,,,1,0,1,2
2014-Q2,2014,2,93510,,,2,0,0,2
2014-Q2,2014,2,93523,,,0,0,1,1
2014-Q2,2014,2,93534,,,5,0,3,8
2014-Q2,2014,2,93535,,,5,0,10,15
2014-Q2,2014,2,93536,,,12,0,6,18
2014-Q2,2014,2,93543,,,0,0,1,1
2014-Q2,2014,2,93550,,,0,0,9,9
2014-Q2,2014,2,93551,,,16,0,20,36
2014-Q2,2014,2,93552,,,4,0,5,9
2014-Q2,2014,2,93560,,,1,0,1,2
2014-Q2,2014,2,93561,,,0,0,1,1
2014-Q2,2014,2,93610,,,0,0,2,2
2014-Q2,2014,2,93611,,,12,0,5,17
2014-Q2,2014,2,93612,,,4,0,1,5
2014-Q2,2014,2,93613,,,1,0,0,1
2014-Q2,2014,2,93614,,,0,0,2,2
2014-Q2,2014,2,93619,,,8,0,3,11
2014-Q2,2014,2,93626,,,0,0,1,1
2014-Q2,2014,2,93630,,,2,0,0,2
2014-Q2,2014,2,93631,,,2,0,2,4
2014-Q2,2014,2,93635,,,0,0,3,3
2014-Q2,2014,2,93636,,,3,0,1,4
2014-Q2,2014,2,93637,,,7,0,2,9
2014-Q2,2014,2,93638,,,2,0,0,2
2014-Q2,2014,2,93653,,,0,0,1,1
2014-Q2,2014,2,93657,,,5,0,2,7
2014-Q2,2014,2,93662,,,0,0,2,2
2014-Q2,2014,2,93664,,,0,0,1,1
2014-Q2,2014,2,93702,,,1,0,0,1
2014-Q2,2014,2,93703,,,2,0,0,2
2014-Q2,2014,2,93704,,,7,0,2,9
2014-Q2,2014,2,93705,,,2,0,0,2
2014-Q2,2014,2,93706,,,2,0,1,3
2014-Q2,2014,2,93710,,,2,0,1,3
2014-Q2,2014,2,93711,,,22,0,4,26
2014-Q2,2014,2,93720,,,8,0,6,14
2014-Q2,2014,2,93721,,,1,0,4,5
2014-Q2,2014,2,93722,,,15,0,2,17
2014-Q2,2014,2,93723,,,2,0,1,3
2014-Q2,2014,2,93725,,,1,0,1,2
2014-Q2,2014,2,93726,,,2,0,1,3
2014-Q2,2014,2,93727,,,11,0,1,12
2014-Q2,2014,2,93728,,,0,0,1,1
2014-Q2,2014,2,93729,,,1,0,0,1
2014-Q2,2014,2,93730,,,8,0,2,10
2014-Q2,2014,2,93737,,,2,0,1,3
2014-Q2,2014,2,93790,,,1,0,0,1
2014-Q2,2014,2,93901,,,0,0,4,4
2014-Q2,2014,2,93905,,,1,0,0,1
2014-Q2,2014,2,93906,,,4,0,4,8
2014-Q2,2014,2,93907,,,4,0,3,7
2014-Q2,2014,2,93908,,,0,0,3,3
2014-Q2,2014,2,93921,,,1,0,1,2
2014-Q2,2014,2,93922,,,0,0,1,1
2014-Q2,2014,2,93923,,,2,0,4,6
2014-Q2,2014,2,93924,,,5,0,1,6
2014-Q2,2014,2,93926,,,0,0,1,1
2014-Q2,2014,2,93930,,,0,0,1,1
2014-Q2,2014,2,93933,,,0,0,1,1
2014-Q2,2014,2,93940,,,5,0,3,8
2014-Q2,2014,2,93950,,,3,0,3,6
2014-Q2,2014,2,93953,,,0,0,4,4
2014-Q2,2014,2,93955,,,2,0,2,4
2014-Q2,2014,2,93960,,,1,0,0,1
2014-Q2,2014,2,94002,,,22,0,9,31
2014-Q2,2014,2,94003,,,4,0,6,10
2014-Q2,2014,2,94005,,,4,0,0,4
2014-Q2,2014,2,94010,,,34,0,16,50
2014-Q2,2014,2,94014,,,7,0,9,16
2014-Q2,2014,2,94015,,,4,0,7,11
2014-Q2,2014,2,94018,,,1,0,1,2
2014-Q2,2014,2,94019,,,5,0,3,8
2014-Q2,2014,2,94020,,,1,0,1,2
2014-Q2,2014,2,94022,,,31,0,16,47
2014-Q2,2014,2,94024,,,25,0,13,38
2014-Q2,2014,2,94025,,,28,0,13,41
2014-Q2,2014,2,94026,,,0,0,2,2
2014-Q2,2014,2,94027,,,14,0,8,22
2014-Q2,2014,2,94028,,,12,0,5,17
2014-Q2,2014,2,94030,,,5,0,3,8
2014-Q2,2014,2,94036,,,0,0,1,1
2014-Q2,2014,2,94037,,,1,0,2,3
2014-Q2,2014,2,94038,,,2,0,0,2
2014-Q2,2014,2,94040,,,26,0,17,43
2014-Q2,2014,2,94041,,,8,0,9,17
2014-Q2,2014,2,94043,,,15,0,11,26
2014-Q2,2014,2,94044,,,7,0,6,13
2014-Q2,2014,2,94060,,,0,0,1,1
2014-Q2,2014,2,94061,,,11,0,7,18
2014-Q2,2014,2,94062,,,26,0,19,45
2014-Q2,2014,2,94063,,,8,0,5,13
2014-Q2,2014,2,94065,,,6,0,7,13
2014-Q2,2014,2,94066,,,6,0,5,11
2014-Q2,2014,2,94070,,,23,0,12,35
2014-Q2,2014,2,94080,,,39,0,15,54
2014-Q2,2014,2,94085,,,8,0,7,15
2014-Q2,2014,2,94086,,,21,0,13,34
2014-Q2,2014,2,94087,,,55,0,28,83
2014-Q2,2014,2,94089,,,10,0,13,23
2014-Q2,2014,2,94102,,,2,0,6,8
2014-Q2,2014,2,94103,,,5,0,5,10
2014-Q2,2014,2,94104,,,3,0,0,3
2014-Q2,2014,2,94105,,,4,0,2,6
2014-Q2,2014,2,94107,,,14,0,7,21
2014-Q2,2014,2,94108,,,2,0,8,10
2014-Q2,2014,2,94109,,,12,0,4,16
2014-Q2,2014,2,94110,,,14,0,16,30
2014-Q2,2014,2,94111,,,2,0,1,3
2014-Q2,2014,2,94112,,,11,0,15,26
2014-Q2,2014,2,94114,,,16,0,8,24
2014-Q2,2014,2,94115,,,6,0,1,7
2014-Q2,2014,2,94116,,,8,0,14,22
2014-Q2,2014,2,94117,,,5,0,3,8
2014-Q2,2014,2,94118,,,9,0,3,12
2014-Q2,2014,2,94121,,,9,0,10,19
2014-Q2,2014,2,94122,,,5,0,8,13
2014-Q2,2014,2,94123,,,9,0,3,12
2014-Q2,2014,2,94124,,,2,0,4,6
2014-Q2,2014,2,94127,,,11,0,5,16
2014-Q2,2014,2,94129,,,2,0,0,2
2014-Q2,2014,2,94131,,,14,0,8,22
2014-Q2,2014,2,94132,,,3,0,16,19
2014-Q2,2014,2,94133,,,2,0,4,6
2014-Q2,2014,2,94134,,,6,0,10,16
2014-Q2,2014,2,94142,,,0,0,1,1
2014-Q2,2014,2,94158,,,2,0,0,2
2014-Q2,2014,2,94301,,,27,0,13,40
2014-Q2,2014,2,94302,,,0,0,1,1
2014-Q2,2014,2,94303,,,38,0,14,52
2014-Q2,2014,2,94304,,,4,0,2,6
2014-Q2,2014,2,94305,,,2,0,3,5
2014-Q2,2014,2,94306,,,26,0,20,46
2014-Q2,2014,2,94401,,,10,0,7,17
2014-Q2,2014,2,94402,,,11,0,9,20
2014-Q2,2014,2,94403,,,13,0,10,23
2014-Q2,2014,2,94404,,,18,0,17,35
2014-Q2,2014,2,94501,,,20,0,26,46
2014-Q2,2014,2,94502,,,5,0,11,16
2014-Q2,2014,2,94503,,,4,0,9,13
2014-Q2,2014,2,94505,,,1,0,1,2
2014-Q2,2014,2,94506,,,12,0,12,24
2014-Q2,2014,2,94507,,,11,0,10,21
2014-Q2,2014,2,94508,,,1,0,0,1
2014-Q2,2014,2,94509,,,0,0,3,3
2014-Q2,2014,2,94510,,,7,0,11,18
2014-Q2,2014,2,94513,,,16,0,14,30
2014-Q2,2014,2,94514,,,0,0,1,1
2014-Q2,2014,2,94515,,,2,0,1,3
2014-Q2,2014,2,94517,,,7,0,4,11
2014-Q2,2014,2,94518,,,1,0,4,5
2014-Q2,2014,2,94519,,,2,0,8,10
2014-Q2,2014,2,94520,,,1,0,2,3
2014-Q2,2014,2,94521,,,5,0,8,13
2014-Q2,2014,2,94523,,,3,0,3,6
2014-Q2,2014,2,94525,,,3,0,2,5
2014-Q2,2014,2,94526,,,13,0,13,26
2014-Q2,2014,2,94528,,,3,0,0,3
2014-Q2,2014,2,94530,,,13,0,13,26
2014-Q2,2014,2,94531,,,5,0,8,13
2014-Q2,2014,2,94533,,,2,0,8,10
2014-Q2,2014,2,94534,,,7,0,12,19
2014-Q2,2014,2,94536,,,63,0,33,96
2014-Q2,2014,2,94538,,,48,0,23,71
2014-Q2,2014,2,94539,,,118,0,43,161
2014-Q2,2014,2,94540,,,0,0,3,3
2014-Q2,2014,2,94541,,,10,0,16,26
2014-Q2,2014,2,94542,,,8,0,2,10
2014-Q2,2014,2,94544,,,2,0,3,5
2014-Q2,2014,2,94545,,,7,0,4,11
2014-Q2,2014,2,94546,,,12,0,14,26
2014-Q2,2014,2,94547,,,9,0,9,18
2014-Q2,2014,2,94549,,,16,0,17,33
2014-Q2,2014,2,94550,,,17,0,19,36
2014-Q2,2014,2,94551,,,0,0,9,9
2014-Q2,2014,2,94552,,,9,0,9,18
2014-Q2,2014,2,94553,,,13,0,7,20
2014-Q2,2014,2,94555,,,80,0,26,106
2014-Q2,2014,2,94556,,,12,0,11,23
2014-Q2,2014,2,94558,,,10,0,8,18
2014-Q2,2014,2,94559,,,2,0,0,2
2014-Q2,2014,2,94560,,,15,0,12,27
2014-Q2,2014,2,94561,,,0,0,6,6
2014-Q2,2014,2,94562,,,1,0,0,1
2014-Q2,2014,2,94563,,,21,0,18,39
2014-Q2,2014,2,94564,,,3,0,5,8
2014-Q2,2014,2,94565,,,4,0,10,14
2014-Q2,2014,2,94566,,,32,0,31,63
2014-Q2,2014,2,94568,,,54,0,51,105
2014-Q2,2014,2,94571,,,1,0,2,3
2014-Q2,2014,2,94572,,,0,0,2,2
2014-Q2,2014,2,94574,,,6,0,1,7
2014-Q2,2014,2,94577,,,11,0,9,20
2014-Q2,2014,2,94578,,,4,0,4,8
2014-Q2,2014,2,94579,,,3,0,7,10
2014-Q2,2014,2,94580,,,5,0,7,12
2014-Q2,2014,2,94582,,,15,0,15,30
2014-Q2,2014,2,94583,,,66,0,38,104
2014-Q2,2014,2,94585,,,2,0,5,7
2014-Q2,2014,2,94587,,,47,0,29,76
2014-Q2,2014,2,94588,,,24,0,18,42
2014-Q2,2014,2,94589,,,2,0,5,7
2014-Q2,2014,2,94590,,,2,0,3,5
2014-Q2,2014,2,94591,,,3,0,5,8
2014-Q2,2014,2,94592,,,1,0,1,2
2014-Q2,2014,2,94595,,,1,0,6,7
2014-Q2,2014,2,94596,,,6,0,10,16
2014-Q2,2014,2,94597,,,3,0,8,11
2014-Q2,2014,2,94598,,,5,0,12,17
2014-Q2,2014,2,94601,,,7,0,7,14
2014-Q2,2014,2,94602,,,6,0,14,20
2014-Q2,2014,2,94603,,,0,0,1,1
2014-Q2,2014,2,94604,,,0,0,1,1
2014-Q2,2014,2,94605,,,9,0,3,12
2014-Q2,2014,2,94606,,,2,0,5,7
2014-Q2,2014,2,94607,,,5,0,2,7
2014-Q2,2014,2,94608,,,5,0,9,14
2014-Q2,2014,2,94609,,,5,0,9,14
2014-Q2,2014,2,94610,,,12,0,12,24
2014-Q2,2014,2,94611,,,26,0,22,48
2014-Q2,2014,2,94612,,,20,0,1,21
2014-Q2,2014,2,94618,,,9,0,14,23
2014-Q2,2014,2,94619,,,6,0,13,19
2014-Q2,2014,2,94621,,,1,0,1,2
2014-Q2,2014,2,94702,,,4,0,4,8
2014-Q2,2014,2,94703,,,9,0,8,17
2014-Q2,2014,2,94704,,,3,0,2,5
2014-Q2,2014,2,94705,,,12,0,6,18
2014-Q2,2014,2,94706,,,1,0,6,7
2014-Q2,2014,2,94707,,,11,0,3,14
2014-Q2,2014,2,94708,,,7,0,8,15
2014-Q2,2014,2,94709,,,2,0,2,4
2014-Q2,2014,2,94710,,,3,0,4,7
2014-Q2,2014,2,94801,,,0,0,4,4
2014-Q2,2014,2,94803,,,5,0,9,14
2014-Q2,2014,2,94804,,,2,0,3,5
2014-Q2,2014,2,94805,,,2,0,4,6
2014-Q2,2014,2,94806,,,2,0,11,13
2014-Q2,2014,2,94807,,,1,0,0,1
2014-Q2,2014,2,94820,,,0,0,1,1
2014-Q2,2014,2,94901,,,16,0,17,33
2014-Q2,2014,2,94903,,,16,0,18,34
2014-Q2,2014,2,94904,,,4,0,8,12
2014-Q2,2014,2,94920,,,6,0,8,14
2014-Q2,2014,2,94922,,,1,0,1,2
2014-Q2,2014,2,94923,,,1,0,1,2
2014-Q2,2014,2,94925,,,3,0,3,6
2014-Q2,2014,2,94927,,,0,0,1,1
2014-Q2,2014,2,94928,,,3,0,3,6
2014-Q2,2014,2,94930,,,2,0,5,7
2014-Q2,2014,2,94931,,,2,0,3,5
2014-Q2,2014,2,94938,,,1,0,0,1
2014-Q2,2014,2,94939,,,4,0,3,7
2014-Q2,2014,2,94941,,,20,0,14,34
2014-Q2,2014,2,94945,,,8,0,6,14
2014-Q2,2014,2,94947,,,2,0,11,13
2014-Q2,2014,2,94949,,,5,0,11,16
2014-Q2,2014,2,94951,,,5,0,4,9
2014-Q2,2014,2,94952,,,8,0,10,18
2014-Q2,2014,2,94954,,,3,0,8,11
2014-Q2,2014,2,94956,,,1,0,1,2
2014-Q2,2014,2,94957,,,4,0,4,8
2014-Q2,2014,2,94960,,,10,0,6,16
2014-Q2,2014,2,94963,,,3,0,0,3
2014-Q2,2014,2,94965,,,10,0,7,17
2014-Q2,2014,2,94966,,,1,0,1,2
2014-Q2,2014,2,94973,,,0,0,2,2
2014-Q2,2014,2,94976,,,0,0,1,1
2014-Q2,2014,2,95001,,,1,0,1,2
2014-Q2,2014,2,95002,,,1,0,0,1
2014-Q2,2014,2,95003,,,6,0,8,14
2014-Q2,2014,2,95005,,,1,0,1,2
2014-Q2,2014,2,95006,,,6,0,5,11
2014-Q2,2014,2,95008,,,29,0,26,55
2014-Q2,2014,2,95010,,,1,0,1,2
2014-Q2,2014,2,95014,,,88,0,51,139
2014-Q2,2014,2,95017,,,0,0,1,1
2014-Q2,2014,2,95018,,,4,0,3,7
2014-Q2,2014,2,95020,,,5,0,30,35
2014-Q2,2014,2,95023,,,4,0,10,14
2014-Q2,2014,2,95024,,,0,0,2,2
2014-Q2,2014,2,95030,,,13,0,13,26
2014-Q2,2014,2,95032,,,32,0,29,61
2014-Q2,2014,2,95033,,,11,0,11,22
2014-Q2,2014,2,95035,,,54,0,31,85
2014-Q2,2014,2,95037,,,36,0,53,89
2014-Q2,2014,2,95041,,,1,0,0,1
2014-Q2,2014,2,95045,,,1,0,4,5
2014-Q2,2014,2,95046,,,0,0,4,4
2014-Q2,2014,2,95050,,,28,0,23,51
2014-Q2,2014,2,95051,,,37,0,26,63
2014-Q2,2014,2,95052,,,0,0,1,1
2014-Q2,2014,2,95054,,,21,0,8,29
2014-Q2,2014,2,95060,,,21,0,20,41
2014-Q2,2014,2,95062,,,3,0,17,20
2014-Q2,2014,2,95063,,,0,0,1,1
2014-Q2,2014,2,95065,,,1,0,5,6
2014-Q2,2014,2,95066,,,4,0,7,11
2014-Q2,2014,2,95067,,,1,0,0,1
2014-Q2,2014,2,95070,,,44,0,31,75
2014-Q2,2014,2,95073,,,2,0,4,6
2014-Q2,2014,2,95075,,,0,0,1,1
2014-Q2,2014,2,95076,,,2,0,9,11
2014-Q2,2014,2,95104,,,0,0,1,1
2014-Q2,2014,2,95110,,,11,0,9,20
2014-Q2,2014,2,95111,,,6,0,10,16
2014-Q2,2014,2,95112,,,5,0,9,14
2014-Q2,2014,2,95113,,,1,0,4,5
2014-Q2,2014,2,95116,,,6,0,6,12
2014-Q2,2014,2,95117,,,8,0,9,17
2014-Q2,2014,2,95118,,,19,0,19,38
2014-Q2,2014,2,95119,,,2,0,4,6
2014-Q2,2014,2,95120,,,64,0,47,111
2014-Q2,2014,2,95121,,,14,0,11,25
2014-Q2,2014,2,95122,,,5,0,5,10
2014-Q2,2014,2,95123,,,36,0,33,69
2014-Q2,2014,2,95124,,,41,0,28,69
2014-Q2,2014,2,95125,,,34,0,45,79
2014-Q2,2014,2,95126,,,17,0,12,29
2014-Q2,2014,2,95127,,,11,0,11,22
2014-Q2,2014,2,95128,,,15,0,10,25
2014-Q2,2014,2,95129,,,33,0,25,58
2014-Q2,2014,2,95130,,,8,0,7,15
2014-Q2,2014,2,95131,,,21,0,12,33
2014-Q2,2014,2,95132,,,26,0,9,35
2014-Q2,2014,2,95133,,,10,0,3,13
2014-Q2,2014,2,95134,,,14,0,10,24
2014-Q2,2014,2,95135,,,48,0,30,78
2014-Q2,2014,2,95136,,,25,0,17,42
2014-Q2,2014,2,95138,,,28,0,29,57
2014-Q2,2014,2,95139,,,4,0,4,8
2014-Q2,2014,2,95148,,,37,0,21,58
2014-Q2,2014,2,95157,,,0,0,1,1
2014-Q2,2014,2,95164,,,0,0,1,1
2014-Q2,2014,2,95204,,,2,0,0,2
2014-Q2,2014,2,95205,,,0,0,1,1
2014-Q2,2014,2,95206,,,1,0,1,2
2014-Q2,2014,2,95207,,,0,0,1,1
2014-Q2,2014,2,95209,,,2,0,1,3
2014-Q2,2014,2,95212,,,1,0,3,4
2014-Q2,2014,2,95219,,,2,0,3,5
2014-Q2,2014,2,95222,,,1,0,0,1
2014-Q2,2014,2,95223,,,0,0,1,1
2014-Q2,2014,2,95228,,,0,0,1,1
2014-Q2,2014,2,95236,,,0,0,1,1
2014-Q2,2014,2,95240,,,1,0,2,3
2014-Q2,2014,2,95242,,,1,0,2,3
2014-Q2,2014,2,95304,,,1,0,0,1
2014-Q2,2014,2,95306,,,0,0,1,1
2014-Q2,2014,2,95307,,,0,0,2,2
2014-Q2,2014,2,95316,,,0,0,2,2
2014-Q2,2014,2,95320,,,1,0,0,1
2014-Q2,2014,2,95326,,,1,0,3,4
2014-Q2,2014,2,95330,,,1,0,4,5
2014-Q2,2014,2,95337,,,0,0,2,2
2014-Q2,2014,2,95340,,,1,0,2,3
2014-Q2,2014,2,95348,,,0,0,3,3
2014-Q2,2014,2,95351,,,1,0,1,2
2014-Q2,2014,2,95354,,,0,0,3,3
2014-Q2,2014,2,95355,,,0,0,6,6
2014-Q2,2014,2,95356,,,2,0,3,5
2014-Q2,2014,2,95358,,,2,0,0,2
2014-Q2,2014,2,95361,,,1,0,0,1
2014-Q2,2014,2,95364,,,1,0,0,1
2014-Q2,2014,2,95366,,,1,0,1,2
2014-Q2,2014,2,95367,,,1,0,1,2
2014-Q2,2014,2,95368,,,0,0,1,1
2014-Q2,2014,2,95370,,,0,0,1,1
2014-Q2,2014,2,95376,,,2,0,10,12
2014-Q2,2014,2,95377,,,5,0,5,10
2014-Q2,2014,2,95382,,,3,0,5,8
2014-Q2,2014,2,95383,,,0,0,2,2
2014-Q2,2014,2,95391,,,7,0,5,12
2014-Q2,2014,2,95401,,,3,0,9,12
2014-Q2,2014,2,95403,,,12,0,23,35
2014-Q2,2014,2,95404,,,11,0,9,20
2014-Q2,2014,2,95405,,,6,0,8,14
2014-Q2,2014,2,95407,,,9,0,4,13
2014-Q2,2014,2,95409,,,5,0,7,12
2014-Q2,2014,2,95412,,,0,0,1,1
2014-Q2,2014,2,95415,,,1,0,1,2
2014-Q2,2014,2,95420,,,2,0,0,2
2014-Q2,2014,2,95421,,,2,0,0,2
2014-Q2,2014,2,95422,,,0,0,1,1
2014-Q2,2014,2,95423,,,0,0,1,1
2014-Q2,2014,2,95426,,,0,0,1,1
2014-Q2,2014,2,95427,,,0,0,1,1
2014-Q2,2014,2,95436,,,3,0,7,10
2014-Q2,2014,2,95437,,,0,0,5,5
2014-Q2,2014,2,95441,,,1,0,0,1
2014-Q2,2014,2,95442,,,0,0,1,1
2014-Q2,2014,2,95444,,,2,0,5,7
2014-Q2,2014,2,95445,,,0,0,1,1
2014-Q2,2014,2,95446,,,1,0,1,2
2014-Q2,2014,2,95448,,,9,0,4,13
2014-Q2,2014,2,95459,,,0,0,1,1
2014-Q2,2014,2,95460,,,0,0,3,3
2014-Q2,2014,2,95461,,,0,0,4,4
2014-Q2,2014,2,95462,,,0,0,2,2
2014-Q2,2014,2,95463,,,1,0,0,1
2014-Q2,2014,2,95465,,,4,0,5,9
2014-Q2,2014,2,95467,,,3,0,0,3
2014-Q2,2014,2,95468,,,0,0,1,1
2014-Q2,2014,2,95472,,,23,0,27,50
2014-Q2,2014,2,95473,,,2,0,3,5
2014-Q2,2014,2,95476,,,6,0,12,18
2014-Q2,2014,2,95482,,,4,0,1,5
2014-Q2,2014,2,95485,,,0,0,1,1
2014-Q2,2014,2,95490,,,1,0,5,6
2014-Q2,2014,2,95492,,,3,0,6,9
2014-Q2,2014,2,95501,,,0,0,2,2
2014-Q2,2014,2,95503,,,2,0,3,5
2014-Q2,2014,2,95518,,,0,0,2,2
2014-Q2,2014,2,95519,,,2,0,11,13
2014-Q2,2014,2,95521,,,0,0,3,3
2014-Q2,2014,2,95524,,,1,0,1,2
2014-Q2,2014,2,95531,,,1,0,1,2
2014-Q2,2014,2,95536,,,0,0,1,1
2014-Q2,2014,2,95540,,,2,0,0,2
2014-Q2,2014,2,95542,,,0,0,1,1
2014-Q2,2014,2,95549,,,0,0,4,4
2014-Q2,2014,2,95551,,,0,0,1,1
2014-Q2,2014,2,95564,,,0,0,1,1
2014-Q2,2014,2,95570,,,1,0,6,7
2014-Q2,2014,2,95602,,,0,0,4,4
2014-Q2,2014,2,95603,,,1,0,6,7
2014-Q2,2014,2,95604,,,0,0,1,1
2014-Q2,2014,2,95605,,,0,0,1,1
2014-Q2,2014,2,95608,,,4,0,6,10
2014-Q2,2014,2,95610,,,4,0,1,5
2014-Q2,2014,2,95612,,,1,0,0,1
2014-Q2,2014,2,95614,,,0,0,1,1
2014-Q2,2014,2,95616,,,12,0,11,23
2014-Q2,2014,2,95618,,,8,0,10,18
2014-Q2,2014,2,95620,,,1,0,5,6
2014-Q2,2014,2,95621,,,1,0,1,2
2014-Q2,2014,2,95624,,,5,0,5,10
2014-Q2,2014,2,95626,,,1,0,0,1
2014-Q2,2014,2,95628,,,1,0,5,6
2014-Q2,2014,2,95630,,,18,0,20,38
2014-Q2,2014,2,95632,,,1,0,2,3
2014-Q2,2014,2,95633,,,0,0,1,1
