period,year,quarter,county,fuel_type,sales
2015-Q1,2015,1,Monterey,Electric,38
2015-Q1,2015,1,Monterey,PHEV,27
2015-Q1,2015,1,Napa,Electric,29
2015-Q1,2015,1,Napa,PHEV,20
2015-Q1,2015,1,Nevada,Electric,6
2015-Q1,2015,1,Nevada,PHEV,5
2015-Q1,2015,1,Orange,Electric,752
2015-Q1,2015,1,Orange,Hydrogen,12
2015-Q1,2015,1,Orange,PHEV,672
2015-Q1,2015,1,Out Of State,Electric,6
2015-Q1,2015,1,Out Of State,PHEV,20
2015-Q1,2015,1,Placer,Electric,47
2015-Q1,2015,1,Placer,PHEV,29
2015-Q1,2015,1,Plumas,PHEV,1
2015-Q1,2015,1,Riverside,Electric,133
2015-Q1,2015,1,Riverside,PHEV,141
2015-Q1,2015,1,Sacramento,Electric,130
2015-Q1,2015,1,Sacramento,PHEV,70
2015-Q1,2015,1,San Benito,Electric,2
2015-Q1,2015,1,San Benito,PHEV,6
2015-Q1,2015,1,San Bernardino,Electric,87
2015-Q1,2015,1,San Bernardino,PHEV,126
2015-Q1,2015,1,San Diego,Electric,701
2015-Q1,2015,1,San Diego,PHEV,294
2015-Q1,2015,1,San Francisco,Electric,209
2015-Q1,2015,1,San Francisco,PHEV,139
2015-Q1,2015,1,San Joaquin,Electric,23
2015-Q1,2015,1,San Joaquin,PHEV,17
2015-Q1,2015,1,San Luis Obispo,Electric,37
2015-Q1,2015,1,San Luis Obispo,PHEV,27
2015-Q1,2015,1,San Mateo,Electric,404
2015-Q1,2015,1,San Mateo,PHEV,129
2015-Q1,2015,1,Santa Barbara,Electric,39
2015-Q1,2015,1,Santa Barbara,PHEV,30
2015-Q1,2015,1,Santa Clara,Electric,1229
2015-Q1,2015,1,Santa Clara,PHEV,632
2015-Q1,2015,1,Santa Cruz,Electric,61
2015-Q1,2015,1,Santa Cruz,PHEV,43
2015-Q1,2015,1,Shasta,Electric,2
2015-Q1,2015,1,Shasta,PHEV,1
2015-Q1,2015,1,Solano,Electric,30
2015-Q1,2015,1,Solano,PHEV,54
2015-Q1,2015,1,Sonoma,Electric,95
2015-Q1,2015,1,Sonoma,PHEV,88
2015-Q1,2015,1,Stanislaus,Electric,19
2015-Q1,2015,1,Stanislaus,PHEV,5
2015-Q1,2015,1,Sutter,Electric,1
2015-Q1,2015,1,Sutter,PHEV,3
2015-Q1,2015,1,Tehama,PHEV,1
2015-Q1,2015,1,Trinity,PHEV,1
2015-Q1,2015,1,Tulare,Electric,11
2015-Q1,2015,1,Tulare,PHEV,3
2015-Q1,2015,1,Tuolumne,Electric,1
2015-Q1,2015,1,Tuolumne,PHEV,4
2015-Q1,2015,1,Ventura,Electric,124
2015-Q1,2015,1,Ventura,PHEV,125
2015-Q1,2015,1,Yolo,Electric,21
2015-Q1,2015,1,Yolo,PHEV,19
2015-Q1,2015,1,Yuba,Electric,3
2015-Q2,2015,2,Alameda,Electric,775
2015-Q2,2015,2,Alameda,PHEV,314
2015-Q2,2015,2,Amador,Electric,1
2015-Q2,2015,2,Amador,PHEV,5
2015-Q2,2015,2,Butte,Electric,8
2015-Q2,2015,2,Butte,PHEV,4
2015-Q2,2015,2,Calaveras,Electric,2
2015-Q2,2015,2,Calaveras,PHEV,3
2015-Q2,2015,2,Contra Costa,Electric,319
2015-Q2,2015,2,Contra Costa,PHEV,202
2015-Q2,2015,2,Del Norte,Electric,1
2015-Q2,2015,2,El Dorado,Electric,20
2015-Q2,2015,2,El Dorado,PHEV,15
2015-Q2,2015,2,Fresno,Electric,112
2015-Q2,2015,2,Fresno,PHEV,19
2015-Q2,2015,2,Glenn,Electric,1
2015-Q2,2015,2,Humboldt,Electric,10
2015-Q2,2015,2,Humboldt,PHEV,24
2015-Q2,2015,2,Imperial,Electric,1
2015-Q2,2015,2,Imperial,PHEV,2
2015-Q2,2015,2,Kern,Electric,25
2015-Q2,2015,2,Kern,PHEV,21
2015-Q2,2015,2,Kings,Electric,1
2015-Q2,2015,2,Lake,Electric,2
2015-Q2,2015,2,Lake,PHEV,7
2015-Q2,2015,2,Los Angeles,Electric,1758
2015-Q2,2015,2,Los Angeles,Hydrogen,2
2015-Q2,2015,2,Los Angeles,PHEV,1496
2015-Q2,2015,2,Madera,Electric,5
2015-Q2,2015,2,Madera,PHEV,2
2015-Q2,2015,2,Marin,Electric,143
2015-Q2,2015,2,Marin,PHEV,65
2015-Q2,2015,2,Mendocino,Electric,10
2015-Q2,2015,2,Mendocino,PHEV,16
2015-Q2,2015,2,Merced,Electric,3
2015-Q2,2015,2,Merced,PHEV,1
2015-Q2,2015,2,Monterey,Electric,39
2015-Q2,2015,2,Monterey,PHEV,17
2015-Q2,2015,2,Napa,Electric,29
2015-Q2,2015,2,Napa,PHEV,16
2015-Q2,2015,2,Nevada,Electric,10
2015-Q2,2015,2,Nevada,PHEV,6
2015-Q2,2015,2,Orange,Electric,740
2015-Q2,2015,2,Orange,Hydrogen,2
2015-Q2,2015,2,Orange,PHEV,722
2015-Q2,2015,2,Out Of State,Electric,11
2015-Q2,2015,2,Out Of State,PHEV,14
2015-Q2,2015,2,Placer,Electric,54
2015-Q2,2015,2,Placer,PHEV,31
2015-Q2,2015,2,Riverside,Electric,131
2015-Q2,2015,2,Riverside,PHEV,223
2015-Q2,2015,2,Sacramento,Electric,105
2015-Q2,2015,2,Sacramento,PHEV,71
2015-Q2,2015,2,San Benito,Electric,2
2015-Q2,2015,2,San Benito,PHEV,7
2015-Q2,2015,2,San Bernardino,Electric,112
2015-Q2,2015,2,San Bernardino,PHEV,168
2015-Q2,2015,2,San Diego,Electric,478
2015-Q2,2015,2,San Diego,PHEV,325
2015-Q2,2015,2,San Francisco,Electric,229
2015-Q2,2015,2,San Francisco,PHEV,188
2015-Q2,2015,2,San Joaquin,Electric,38
2015-Q2,2015,2,San Joaquin,PHEV,25
2015-Q2,2015,2,San Luis Obispo,Electric,23
2015-Q2,2015,2,San Luis Obispo,PHEV,19
2015-Q2,2015,2,San Mateo,Electric,398
2015-Q2,2015,2,San Mateo,PHEV,161
2015-Q2,2015,2,Santa Barbara,Electric,35
2015-Q2,2015,2,Santa Barbara,PHEV,33
2015-Q2,2015,2,Santa Clara,Electric,1329
2015-Q2,2015,2,Santa Clara,PHEV,517
2015-Q2,2015,2,Santa Cruz,Electric,66
2015-Q2,2015,2,Santa Cruz,PHEV,51
2015-Q2,2015,2,Shasta,Electric,1
2015-Q2,2015,2,Shasta,PHEV,1
2015-Q2,2015,2,Sierra,PHEV,1
2015-Q2,2015,2,Siskiyou,Electric,3
2015-Q2,2015,2,Siskiyou,PHEV,1
2015-Q2,2015,2,Solano,Electric,50
2015-Q2,2015,2,Solano,PHEV,45
2015-Q2,2015,2,Sonoma,Electric,100
2015-Q2,2015,2,Sonoma,PHEV,93
2015-Q2,2015,2,Stanislaus,Electric,36
2015-Q2,2015,2,Stanislaus,PHEV,12
2015-Q2,2015,2,Sutter,Electric,2
2015-Q2,2015,2,Sutter,PHEV,1
2015-Q2,2015,2,Tehama,PHEV,1
2015-Q2,2015,2,Tulare,Electric,8
2015-Q2,2015,2,Tulare,PHEV,3
2015-Q2,2015,2,Tuolumne,Electric,1
2015-Q2,2015,2,Tuolumne,PHEV,2
2015-Q2,2015,2,Ventura,Electric,132
2015-Q2,2015,2,Ventura,PHEV,100
2015-Q2,2015,2,Yolo,Electric,25
2015-Q2,2015,2,Yolo,PHEV,11
2015-Q2,2015,2,Yuba,Electric,1
2015-Q2,2015,2,Yuba,PHEV,2
2015-Q3,2015,3,Alameda,Electric,817
2015-Q3,2015,3,Alameda,PHEV,288
2015-Q3,2015,3,Amador,Electric,2
2015-Q3,2015,3,Butte,Electric,4
2015-Q3,2015,3,Butte,PHEV,6
2015-Q3,2015,3,Calaveras,PHEV,3
2015-Q3,2015,3,Colusa,Electric,1
2015-Q3,2015,3,Contra Costa,Electric,330
2015-Q3,2015,3,Contra Costa,PHEV,196
2015-Q3,2015,3,Del Norte,PHEV,1
2015-Q3,2015,3,El Dorado,Electric,21
2015-Q3,2015,3,El Dorado,PHEV,14
2015-Q3,2015,3,Fresno,Electric,84
2015-Q3,2015,3,Fresno,PHEV,17
2015-Q3,2015,3,Glenn,PHEV,1
2015-Q3,2015,3,Humboldt,Electric,7
2015-Q3,2015,3,Humboldt,PHEV,29
2015-Q3,2015,3,Imperial,Electric,2
2015-Q3,2015,3,Kern,Electric,32
2015-Q3,2015,3,Kern,PHEV,18
2015-Q3,2015,3,Kings,PHEV,3
2015-Q3,2015,3,Lake,Electric,1
2015-Q3,2015,3,Lake,PHEV,1
2015-Q3,2015,3,Lassen,PHEV,1
2015-Q3,2015,3,Los Angeles,Electric,1798
2015-Q3,2015,3,Los Angeles,Hydrogen,4
2015-Q3,2015,3,Los Angeles,PHEV,1380
2015-Q3,2015,3,Madera,Electric,4
2015-Q3,2015,3,Madera,PHEV,2
2015-Q3,2015,3,Marin,Electric,133
2015-Q3,2015,3,Marin,PHEV,62
2015-Q3,2015,3,Mariposa,Electric,1
2015-Q3,2015,3,Mendocino,Electric,3
2015-Q3,2015,3,Mendocino,PHEV,13
2015-Q3,2015,3,Merced,Electric,5
2015-Q3,2015,3,Merced,PHEV,6
2015-Q3,2015,3,Mono,Electric,1
2015-Q3,2015,3,Monterey,Electric,19
2015-Q3,2015,3,Monterey,PHEV,18
2015-Q3,2015,3,Napa,Electric,26
2015-Q3,2015,3,Napa,PHEV,19
2015-Q3,2015,3,Nevada,Electric,14
2015-Q3,2015,3,Nevada,PHEV,5
2015-Q3,2015,3,Orange,Electric,842
2015-Q3,2015,3,Orange,Hydrogen,3
2015-Q3,2015,3,Orange,PHEV,665
2015-Q3,2015,3,Out Of State,Electric,8
2015-Q3,2015,3,Out Of State,PHEV,14
2015-Q3,2015,3,Placer,Electric,42
2015-Q3,2015,3,Placer,PHEV,23
2015-Q3,2015,3,Riverside,Electric,128
2015-Q3,2015,3,Riverside,PHEV,182
2015-Q3,2015,3,Sacramento,Electric,125
2015-Q3,2015,3,Sacramento,PHEV,106
2015-Q3,2015,3,San Benito,Electric,3
2015-Q3,2015,3,San Benito,PHEV,7
2015-Q3,2015,3,San Bernardino,Electric,107
2015-Q3,2015,3,San Bernardino,PHEV,147
2015-Q3,2015,3,San Diego,Electric,526
2015-Q3,2015,3,San Diego,PHEV,306
2015-Q3,2015,3,San Francisco,Electric,199
2015-Q3,2015,3,San Francisco,PHEV,109
2015-Q3,2015,3,San Joaquin,Electric,53
2015-Q3,2015,3,San Joaquin,PHEV,27
2015-Q3,2015,3,San Luis Obispo,Electric,36
2015-Q3,2015,3,San Luis Obispo,PHEV,19
2015-Q3,2015,3,San Mateo,Electric,402
2015-Q3,2015,3,San Mateo,PHEV,128
2015-Q3,2015,3,Santa Barbara,Electric,42
2015-Q3,2015,3,Santa Barbara,PHEV,18
2015-Q3,2015,3,Santa Clara,Electric,1425
2015-Q3,2015,3,Santa Clara,PHEV,538
2015-Q3,2015,3,Santa Cruz,Electric,56
2015-Q3,2015,3,Santa Cruz,PHEV,55
2015-Q3,2015,3,Shasta,Electric,9
2015-Q3,2015,3,Shasta,PHEV,5
2015-Q3,2015,3,Siskiyou,Electric,1
2015-Q3,2015,3,Solano,Electric,47
2015-Q3,2015,3,Solano,PHEV,47
2015-Q3,2015,3,Sonoma,Electric,119
2015-Q3,2015,3,Sonoma,PHEV,82
2015-Q3,2015,3,Stanislaus,Electric,24
2015-Q3,2015,3,Stanislaus,PHEV,18
2015-Q3,2015,3,Sutter,Electric,1
2015-Q3,2015,3,Trinity,PHEV,2
2015-Q3,2015,3,Tulare,Electric,8
2015-Q3,2015,3,Tulare,PHEV,6
2015-Q3,2015,3,Ventura,Electric,104
2015-Q3,2015,3,Ventura,PHEV,112
2015-Q3,2015,3,Yolo,Electric,27
2015-Q3,2015,3,Yolo,PHEV,10
2015-Q4,2015,4,Alameda,Electric,910
2015-Q4,2015,4,Alameda,PHEV,619
2015-Q4,2015,4,Amador,Electric,1
2015-Q4,2015,4,Amador,PHEV,1
2015-Q4,2015,4,Butte,Electric,7
2015-Q4,2015,4,Butte,PHEV,7
2015-Q4,2015,4,Calaveras,Electric,1
2015-Q4,2015,4,Calaveras,PHEV,1
2015-Q4,2015,4,Colusa,Electric,1
2015-Q4,2015,4,Contra Costa,Electric,377
2015-Q4,2015,4,Contra Costa,PHEV,314
2015-Q4,2015,4,Del Norte,Electric,1
2015-Q4,2015,4,Del Norte,PHEV,2
2015-Q4,2015,4,El Dorado,Electric,23
2015-Q4,2015,4,El Dorado,Hydrogen,1
2015-Q4,2015,4,El Dorado,PHEV,37
2015-Q4,2015,4,Fresno,Electric,105
2015-Q4,2015,4,Fresno,PHEV,36
2015-Q4,2015,4,Glenn,Electric,1
2015-Q4,2015,4,Glenn,PHEV,1
2015-Q4,2015,4,Humboldt,Electric,5
2015-Q4,2015,4,Humboldt,PHEV,14
2015-Q4,2015,4,Imperial,Electric,4
2015-Q4,2015,4,Imperial,PHEV,2
2015-Q4,2015,4,Kern,Electric,38
2015-Q4,2015,4,Kern,PHEV,21
2015-Q4,2015,4,Kings,Electric,1
2015-Q4,2015,4,Kings,PHEV,7
2015-Q4,2015,4,Lake,Electric,3
2015-Q4,2015,4,Lake,PHEV,1
2015-Q4,2015,4,Lassen,PHEV,1
2015-Q4,2015,4,Los Angeles,Electric,2231
2015-Q4,2015,4,Los Angeles,Hydrogen,41
2015-Q4,2015,4,Los Angeles,PHEV,2482
2015-Q4,2015,4,Madera,Electric,21
2015-Q4,2015,4,Madera,PHEV,2
2015-Q4,2015,4,Marin,Electric,178
2015-Q4,2015,4,Marin,PHEV,112
2015-Q4,2015,4,Mariposa,Electric,1
2015-Q4,2015,4,Mariposa,PHEV,1
2015-Q4,2015,4,Mendocino,Electric,7
2015-Q4,2015,4,Mendocino,PHEV,19
2015-Q4,2015,4,Merced,Electric,12
2015-Q4,2015,4,Merced,PHEV,9
2015-Q4,2015,4,Monterey,Electric,27
2015-Q4,2015,4,Monterey,PHEV,42
2015-Q4,2015,4,Napa,Electric,25
2015-Q4,2015,4,Napa,PHEV,20
2015-Q4,2015,4,Nevada,Electric,15
2015-Q4,2015,4,Nevada,PHEV,8
2015-Q4,2015,4,Orange,Electric,925
2015-Q4,2015,4,Orange,Hydrogen,11
2015-Q4,2015,4,Orange,PHEV,956
2015-Q4,2015,4,Out Of State,Electric,7
2015-Q4,2015,4,Out Of State,Hydrogen,1
2015-Q4,2015,4,Out Of State,PHEV,21
2015-Q4,2015,4,Placer,Electric,83
2015-Q4,2015,4,Placer,PHEV,65
2015-Q4,2015,4,Riverside,Electric,151
2015-Q4,2015,4,Riverside,PHEV,253
2015-Q4,2015,4,Sacramento,Electric,180
2015-Q4,2015,4,Sacramento,PHEV,122
2015-Q4,2015,4,San Benito,Electric,2
2015-Q4,2015,4,San Benito,PHEV,11
2015-Q4,2015,4,San Bernardino,Electric,124
2015-Q4,2015,4,San Bernardino,Hydrogen,2
2015-Q4,2015,4,San Bernardino,PHEV,196
2015-Q4,2015,4,San Diego,Electric,773
2015-Q4,2015,4,San Diego,PHEV,540
2015-Q4,2015,4,San Francisco,Electric,238
2015-Q4,2015,4,San Francisco,Hydrogen,1
2015-Q4,2015,4,San Francisco,PHEV,142
2015-Q4,2015,4,San Joaquin,Electric,70
2015-Q4,2015,4,San Joaquin,PHEV,46
2015-Q4,2015,4,San Luis Obispo,Electric,32
2015-Q4,2015,4,San Luis Obispo,PHEV,20
2015-Q4,2015,4,San Mateo,Electric,457
2015-Q4,2015,4,San Mateo,PHEV,260
2015-Q4,2015,4,Santa Barbara,Electric,49
2015-Q4,2015,4,Santa Barbara,PHEV,50
2015-Q4,2015,4,Santa Clara,Electric,1602
2015-Q4,2015,4,Santa Clara,PHEV,1197
2015-Q4,2015,4,Santa Cruz,Electric,73
2015-Q4,2015,4,Santa Cruz,PHEV,79
2015-Q4,2015,4,Shasta,Electric,6
2015-Q4,2015,4,Shasta,PHEV,5
2015-Q4,2015,4,Siskiyou,PHEV,1
2015-Q4,2015,4,Solano,Electric,41
2015-Q4,2015,4,Solano,PHEV,58
2015-Q4,2015,4,Sonoma,Electric,146
2015-Q4,2015,4,Sonoma,PHEV,113
2015-Q4,2015,4,Stanislaus,Electric,55
2015-Q4,2015,4,Stanislaus,PHEV,16
2015-Q4,2015,4,Sutter,Electric,5
2015-Q4,2015,4,Sutter,PHEV,4
2015-Q4,2015,4,Tehama,Electric,2
2015-Q4,2015,4,Trinity,Electric,1
2015-Q4,2015,4,Tulare,Electric,10
2015-Q4,2015,4,Tulare,PHEV,12
2015-Q4,2015,4,Tuolumne,Electric,2
2015-Q4,2015,4,Tuolumne,PHEV,3
2015-Q4,2015,4,Ventura,Electric,123
2015-Q4,2015,4,Ventura,PHEV,187
2015-Q4,2015,4,Yolo,Electric,33
2015-Q4,2015,4,Yolo,Hydrogen,1
2015-Q4,2015,4,Yolo,PHEV,24
2015-Q4,2015,4,Yuba,Electric,2
2015-Q4,2015,4,Yuba,PHEV,1
2016-Q1,2016,1,Alameda,Electric,685
2016-Q1,2016,1,Alameda,PHEV,591
2016-Q1,2016,1,Alpine,Electric,1
2016-Q1,2016,1,Amador,PHEV,2
2016-Q1,2016,1,Butte,Electric,4
2016-Q1,2016,1,Butte,PHEV,2
2016-Q1,2016,1,Calaveras,PHEV,2
2016-Q1,2016,1,Contra Costa,Electric,259
2016-Q1,2016,1,Contra Costa,PHEV,311
2016-Q1,2016,1,El Dorado,Electric,22
2016-Q1,2016,1,El Dorado,PHEV,26
2016-Q1,2016,1,Fresno,Electric,93
2016-Q1,2016,1,Fresno,PHEV,32
2016-Q1,2016,1,Humboldt,Electric,9
2016-Q1,2016,1,Humboldt,PHEV,15
2016-Q1,2016,1,Imperial,Electric,2
2016-Q1,2016,1,Imperial,PHEV,3
2016-Q1,2016,1,Inyo,Electric,1
2016-Q1,2016,1,Kern,Electric,27
2016-Q1,2016,1,Kern,PHEV,37
2016-Q1,2016,1,Kings,Electric,2
2016-Q1,2016,1,Kings,PHEV,2
2016-Q1,2016,1,Lake,Electric,3
2016-Q1,2016,1,Lake,PHEV,3
2016-Q1,2016,1,Los Angeles,Electric,1895
2016-Q1,2016,1,Los Angeles,Hydrogen,36
2016-Q1,2016,1,Los Angeles,PHEV,2915
2016-Q1,2016,1,Madera,Electric,5
2016-Q1,2016,1,Madera,PHEV,8
2016-Q1,2016,1,Marin,Electric,148
2016-Q1,2016,1,Marin,PHEV,142
2016-Q1,2016,1,Mariposa,Electric,2
2016-Q1,2016,1,Mariposa,PHEV,2
2016-Q1,2016,1,Mendocino,Electric,9
2016-Q1,2016,1,Mendocino,PHEV,13
2016-Q1,2016,1,Merced,Electric,4
2016-Q1,2016,1,Merced,PHEV,6
2016-Q1,2016,1,Mono,PHEV,1
2016-Q1,2016,1,Monterey,Electric,18
2016-Q1,2016,1,Monterey,PHEV,37
2016-Q1,2016,1,Napa,Electric,24
2016-Q1,2016,1,Napa,PHEV,23
2016-Q1,2016,1,Nevada,Electric,9
2016-Q1,2016,1,Nevada,PHEV,9
2016-Q1,2016,1,Orange,Electric,825
2016-Q1,2016,1,Orange,Hydrogen,23
2016-Q1,2016,1,Orange,PHEV,1040
2016-Q1,2016,1,Out Of State,Electric,31
2016-Q1,2016,1,Out Of State,Hydrogen,2
2016-Q1,2016,1,Out Of State,PHEV,29
2016-Q1,2016,1,Placer,Electric,32
2016-Q1,2016,1,Placer,PHEV,60
2016-Q1,2016,1,Plumas,PHEV,1
2016-Q1,2016,1,Riverside,Electric,128
2016-Q1,2016,1,Riverside,Hydrogen,1
2016-Q1,2016,1,Riverside,PHEV,256
2016-Q1,2016,1,Sacramento,Electric,96
2016-Q1,2016,1,Sacramento,Hydrogen,1
2016-Q1,2016,1,Sacramento,PHEV,124
2016-Q1,2016,1,San Benito,Electric,2
2016-Q1,2016,1,San Benito,PHEV,6
2016-Q1,2016,1,San Bernardino,Electric,107
2016-Q1,2016,1,San Bernardino,Hydrogen,1
2016-Q1,2016,1,San Bernardino,PHEV,215
2016-Q1,2016,1,San Diego,Electric,568
2016-Q1,2016,1,San Diego,Hydrogen,3
2016-Q1,2016,1,San Diego,PHEV,576
2016-Q1,2016,1,San Francisco,Electric,236
2016-Q1,2016,1,San Francisco,Hydrogen,2
2016-Q1,2016,1,San Francisco,PHEV,179
2016-Q1,2016,1,San Joaquin,Electric,47
2016-Q1,2016,1,San Joaquin,PHEV,36
2016-Q1,2016,1,San Luis Obispo,Electric,25
2016-Q1,2016,1,San Luis Obispo,PHEV,34
2016-Q1,2016,1,San Mateo,Electric,386
2016-Q1,2016,1,San Mateo,Hydrogen,1
2016-Q1,2016,1,San Mateo,PHEV,266
2016-Q1,2016,1,Santa Barbara,Electric,48
2016-Q1,2016,1,Santa Barbara,PHEV,68
2016-Q1,2016,1,Santa Clara,Electric,1248
2016-Q1,2016,1,Santa Clara,Hydrogen,23
2016-Q1,2016,1,Santa Clara,PHEV,1102
2016-Q1,2016,1,Santa Cruz,Electric,60
2016-Q1,2016,1,Santa Cruz,PHEV,71
2016-Q1,2016,1,Shasta,Electric,4
2016-Q1,2016,1,Shasta,PHEV,6
2016-Q1,2016,1,Siskiyou,Electric,1
2016-Q1,2016,1,Solano,Electric,33
2016-Q1,2016,1,Solano,PHEV,58
2016-Q1,2016,1,Sonoma,Electric,94
2016-Q1,2016,1,Sonoma,Hydrogen,1
2016-Q1,2016,1,Sonoma,PHEV,135
2016-Q1,2016,1,Stanislaus,Electric,42
2016-Q1,2016,1,Stanislaus,PHEV,21
2016-Q1,2016,1,Trinity,PHEV,2
2016-Q1,2016,1,Tulare,Electric,6
2016-Q1,2016,1,Tulare,PHEV,13
2016-Q1,2016,1,Tuolumne,PHEV,3
2016-Q1,2016,1,Ventura,Electric,105
2016-Q1,2016,1,Ventura,PHEV,212
2016-Q1,2016,1,Yolo,Electric,18
2016-Q1,2016,1,Yolo,Hydrogen,2
2016-Q1,2016,1,Yolo,PHEV,27
2016-Q1,2016,1,Yuba,Electric,1
2016-Q1,2016,1,Yuba,PHEV,4
2016-Q2,2016,2,Alameda,Electric,672
2016-Q2,2016,2,Alameda,Hydrogen,7
2016-Q2,2016,2,Alameda,PHEV,368
2016-Q2,2016,2,Amador,Electric,2
2016-Q2,2016,2,Amador,PHEV,2
2016-Q2,2016,2,Butte,Electric,6
2016-Q2,2016,2,Butte,PHEV,4
2016-Q2,2016,2,Calaveras,Electric,2
2016-Q2,2016,2,Calaveras,PHEV,1
2016-Q2,2016,2,Contra Costa,Electric,321
2016-Q2,2016,2,Contra Costa,Hydrogen,2
2016-Q2,2016,2,Contra Costa,PHEV,223
2016-Q2,2016,2,El Dorado,Electric,18
2016-Q2,2016,2,El Dorado,PHEV,24
2016-Q2,2016,2,Fresno,Electric,150
2016-Q2,2016,2,Fresno,PHEV,43
2016-Q2,2016,2,Glenn,PHEV,1
2016-Q2,2016,2,Humboldt,Electric,8
2016-Q2,2016,2,Humboldt,Hydrogen,1
2016-Q2,2016,2,Humboldt,PHEV,8
2016-Q2,2016,2,Imperial,Electric,2
2016-Q2,2016,2,Imperial,PHEV,1
2016-Q2,2016,2,Kern,Electric,31
2016-Q2,2016,2,Kern,PHEV,24
2016-Q2,2016,2,Kings,Electric,2
2016-Q2,2016,2,Kings,Hydrogen,1
2016-Q2,2016,2,Kings,PHEV,4
2016-Q2,2016,2,Lake,PHEV,7
2016-Q2,2016,2,Los Angeles,Electric,2377
2016-Q2,2016,2,Los Angeles,Hydrogen,34
2016-Q2,2016,2,Los Angeles,PHEV,2218
2016-Q2,2016,2,Madera,Electric,6
2016-Q2,2016,2,Madera,PHEV,1
2016-Q2,2016,2,Marin,Electric,145
2016-Q2,2016,2,Marin,Hydrogen,2
2016-Q2,2016,2,Marin,PHEV,82
2016-Q2,2016,2,Mariposa,Electric,2
2016-Q2,2016,2,Mendocino,Electric,5
2016-Q2,2016,2,Mendocino,PHEV,9
2016-Q2,2016,2,Merced,Electric,10
2016-Q2,2016,2,Merced,PHEV,7
2016-Q2,2016,2,Mono,Electric,2
2016-Q2,2016,2,Monterey,Electric,29
2016-Q2,2016,2,Monterey,PHEV,27
2016-Q2,2016,2,Napa,Electric,38
2016-Q2,2016,2,Napa,PHEV,21
2016-Q2,2016,2,Nevada,Electric,2
2016-Q2,2016,2,Nevada,PHEV,14
2016-Q2,2016,2,Orange,Electric,1113
2016-Q2,2016,2,Orange,Hydrogen,21
2016-Q2,2016,2,Orange,PHEV,779
2016-Q2,2016,2,Out Of State,Electric,4
2016-Q2,2016,2,Out Of State,PHEV,20
2016-Q2,2016,2,Placer,Electric,61
2016-Q2,2016,2,Placer,PHEV,42
2016-Q2,2016,2,Plumas,Electric,1
2016-Q2,2016,2,Plumas,PHEV,1
2016-Q2,2016,2,Riverside,Electric,162
2016-Q2,2016,2,Riverside,Hydrogen,2
2016-Q2,2016,2,Riverside,PHEV,269
2016-Q2,2016,2,Sacramento,Electric,112
2016-Q2,2016,2,Sacramento,Hydrogen,9
2016-Q2,2016,2,Sacramento,PHEV,119
2016-Q2,2016,2,San Benito,Electric,4
2016-Q2,2016,2,San Benito,PHEV,6
2016-Q2,2016,2,San Bernardino,Electric,131
2016-Q2,2016,2,San Bernardino,Hydrogen,1
2016-Q2,2016,2,San Bernardino,PHEV,179
2016-Q2,2016,2,San Diego,Electric,665
2016-Q2,2016,2,San Diego,PHEV,518
2016-Q2,2016,2,San Francisco,Electric,279
2016-Q2,2016,2,San Francisco,Hydrogen,4
2016-Q2,2016,2,San Francisco,PHEV,157
2016-Q2,2016,2,San Joaquin,Electric,57
2016-Q2,2016,2,San Joaquin,PHEV,42
2016-Q2,2016,2,San Luis Obispo,Electric,27
2016-Q2,2016,2,San Luis Obispo,PHEV,25
2016-Q2,2016,2,San Mateo,Electric,463
2016-Q2,2016,2,San Mateo,Hydrogen,6
2016-Q2,2016,2,San Mateo,PHEV,205
2016-Q2,2016,2,Santa Barbara,Electric,80
2016-Q2,2016,2,Santa Barbara,Hydrogen,2
2016-Q2,2016,2,Santa Barbara,PHEV,51
2016-Q2,2016,2,Santa Clara,Electric,1451
2016-Q2,2016,2,Santa Clara,Hydrogen,23
2016-Q2,2016,2,Santa Clara,PHEV,684
2016-Q2,2016,2,Santa Cruz,Electric,65
2016-Q2,2016,2,Santa Cruz,PHEV,56
2016-Q2,2016,2,Shasta,Electric,6
2016-Q2,2016,2,Shasta,PHEV,5
2016-Q2,2016,2,Siskiyou,Electric,1
2016-Q2,2016,2,Solano,Electric,33
2016-Q2,2016,2,Solano,PHEV,40
2016-Q2,2016,2,Sonoma,Electric,102
2016-Q2,2016,2,Sonoma,PHEV,106
2016-Q2,2016,2,Stanislaus,Electric,36
2016-Q2,2016,2,Stanislaus,PHEV,27
2016-Q2,2016,2,Sutter,Electric,1
2016-Q2,2016,2,Sutter,PHEV,2
2016-Q2,2016,2,Tehama,Electric,1
2016-Q2,2016,2,Trinity,PHEV,1
2016-Q2,2016,2,Tulare,Electric,19
2016-Q2,2016,2,Tulare,PHEV,5
2016-Q2,2016,2,Tuolumne,Electric,1
2016-Q2,2016,2,Tuolumne,PHEV,3
2016-Q2,2016,2,Ventura,Electric,140
2016-Q2,2016,2,Ventura,PHEV,172
2016-Q2,2016,2,Yolo,Electric,16
2016-Q2,2016,2,Yolo,Hydrogen,3
2016-Q2,2016,2,Yolo,PHEV,15
2016-Q2,2016,2,Yuba,Electric,2
2016-Q3,2016,3,Alameda,Electric,956
2016-Q3,2016,3,Alameda,Hydrogen,18
2016-Q3,2016,3,Alameda,PHEV,423
2016-Q3,2016,3,Amador,Electric,1
2016-Q3,2016,3,Amador,PHEV,3
2016-Q3,2016,3,Butte,Electric,6
