period,year,quarter,county,fuel_type,sales
2019-Q4,2019,4,San Bernardino,Electric,447
2019-Q4,2019,4,San Bernardino,Hydrogen,7
2019-Q4,2019,4,San Bernardino,PHEV,361
2019-Q4,2019,4,San Diego,Electric,1689
2019-Q4,2019,4,San Diego,Hydrogen,11
2019-Q4,2019,4,San Diego,PHEV,767
2019-Q4,2019,4,San Francisco,Electric,509
2019-Q4,2019,4,San Francisco,Hydrogen,6
2019-Q4,2019,4,San Francisco,PHEV,211
2019-Q4,2019,4,San Joaquin,Electric,173
2019-Q4,2019,4,San Joaquin,Hydrogen,2
2019-Q4,2019,4,San Joaquin,PHEV,91
2019-Q4,2019,4,San Luis Obispo,Electric,96
2019-Q4,2019,4,San Luis Obispo,PHEV,50
2019-Q4,2019,4,San Mateo,Electric,866
2019-Q4,2019,4,San Mateo,Hydrogen,14
2019-Q4,2019,4,San Mateo,PHEV,298
2019-Q4,2019,4,Santa Barbara,Electric,146
2019-Q4,2019,4,Santa Barbara,Hydrogen,2
2019-Q4,2019,4,Santa Barbara,PHEV,56
2019-Q4,2019,4,Santa Clara,Electric,2532
2019-Q4,2019,4,Santa Clara,Hydrogen,65
2019-Q4,2019,4,Santa Clara,PHEV,926
2019-Q4,2019,4,Santa Cruz,Electric,115
2019-Q4,2019,4,Santa Cruz,Hydrogen,1
2019-Q4,2019,4,Santa Cruz,PHEV,67
2019-Q4,2019,4,Shasta,Electric,16
2019-Q4,2019,4,Shasta,PHEV,6
2019-Q4,2019,4,Siskiyou,Electric,2
2019-Q4,2019,4,Siskiyou,PHEV,1
2019-Q4,2019,4,Solano,Electric,128
2019-Q4,2019,4,Solano,PHEV,84
2019-Q4,2019,4,Sonoma,Electric,217
2019-Q4,2019,4,Sonoma,Hydrogen,1
2019-Q4,2019,4,Sonoma,PHEV,139
2019-Q4,2019,4,Stanislaus,Electric,59
2019-Q4,2019,4,Stanislaus,PHEV,27
2019-Q4,2019,4,Sutter,Electric,11
2019-Q4,2019,4,Sutter,PHEV,3
2019-Q4,2019,4,Tehama,Electric,5
2019-Q4,2019,4,Tehama,PHEV,2
2019-Q4,2019,4,Tulare,Electric,31
2019-Q4,2019,4,Tulare,PHEV,26
2019-Q4,2019,4,Tuolumne,Electric,4
2019-Q4,2019,4,Tuolumne,PHEV,6
2019-Q4,2019,4,Ventura,Electric,385
2019-Q4,2019,4,Ventura,Hydrogen,8
2019-Q4,2019,4,Ventura,PHEV,180
2019-Q4,2019,4,Yolo,Electric,68
2019-Q4,2019,4,Yolo,PHEV,40
2019-Q4,2019,4,Yuba,Electric,9
2019-Q4,2019,4,Yuba,PHEV,5
2020-Q1,2020,1,Alameda,Electric,2175
2020-Q1,2020,1,Alameda,Hydrogen,26
2020-Q1,2020,1,Alameda,PHEV,587
2020-Q1,2020,1,Alpine,PHEV,1
2020-Q1,2020,1,Amador,Electric,8
2020-Q1,2020,1,Amador,PHEV,1
2020-Q1,2020,1,Butte,Electric,30
2020-Q1,2020,1,Butte,PHEV,6
2020-Q1,2020,1,Calaveras,Electric,13
2020-Q1,2020,1,Calaveras,PHEV,3
2020-Q1,2020,1,Colusa,PHEV,1
2020-Q1,2020,1,Contra Costa,Electric,1120
2020-Q1,2020,1,Contra Costa,Hydrogen,10
2020-Q1,2020,1,Contra Costa,PHEV,278
2020-Q1,2020,1,Del Norte,Electric,1
2020-Q1,2020,1,El Dorado,Electric,111
2020-Q1,2020,1,El Dorado,Hydrogen,1
2020-Q1,2020,1,El Dorado,PHEV,32
2020-Q1,2020,1,Fresno,Electric,180
2020-Q1,2020,1,Fresno,PHEV,68
2020-Q1,2020,1,Glenn,Electric,1
2020-Q1,2020,1,Glenn,PHEV,1
2020-Q1,2020,1,Humboldt,Electric,18
2020-Q1,2020,1,Humboldt,PHEV,4
2020-Q1,2020,1,Imperial,Electric,7
2020-Q1,2020,1,Imperial,PHEV,5
2020-Q1,2020,1,Inyo,Electric,3
2020-Q1,2020,1,Inyo,PHEV,1
2020-Q1,2020,1,Kern,Electric,104
2020-Q1,2020,1,Kern,PHEV,42
2020-Q1,2020,1,Kings,Electric,10
2020-Q1,2020,1,Kings,PHEV,7
2020-Q1,2020,1,Lake,Electric,8
2020-Q1,2020,1,Lassen,Electric,1
2020-Q1,2020,1,Los Angeles,Electric,6868
2020-Q1,2020,1,Los Angeles,Hydrogen,108
2020-Q1,2020,1,Los Angeles,PHEV,2303
2020-Q1,2020,1,Madera,Electric,17
2020-Q1,2020,1,Madera,PHEV,3
2020-Q1,2020,1,Marin,Electric,487
2020-Q1,2020,1,Marin,Hydrogen,1
2020-Q1,2020,1,Marin,PHEV,102
2020-Q1,2020,1,Mariposa,Electric,2
2020-Q1,2020,1,Mariposa,PHEV,2
2020-Q1,2020,1,Mendocino,Electric,11
2020-Q1,2020,1,Mendocino,PHEV,2
2020-Q1,2020,1,Merced,Electric,20
2020-Q1,2020,1,Merced,PHEV,7
2020-Q1,2020,1,Mono,Electric,1
2020-Q1,2020,1,Monterey,Electric,114
2020-Q1,2020,1,Monterey,PHEV,37
2020-Q1,2020,1,Napa,Electric,99
2020-Q1,2020,1,Napa,PHEV,33
2020-Q1,2020,1,Nevada,Electric,26
2020-Q1,2020,1,Nevada,PHEV,13
2020-Q1,2020,1,Orange,Electric,3415
2020-Q1,2020,1,Orange,Hydrogen,69
2020-Q1,2020,1,Orange,PHEV,980
2020-Q1,2020,1,Out Of State,Electric,80
2020-Q1,2020,1,Out Of State,Hydrogen,3
2020-Q1,2020,1,Out Of State,PHEV,78
2020-Q1,2020,1,Placer,Electric,296
2020-Q1,2020,1,Placer,Hydrogen,1
2020-Q1,2020,1,Placer,PHEV,50
2020-Q1,2020,1,Plumas,Electric,3
2020-Q1,2020,1,Riverside,Electric,830
2020-Q1,2020,1,Riverside,Hydrogen,3
2020-Q1,2020,1,Riverside,PHEV,317
2020-Q1,2020,1,Sacramento,Electric,659
2020-Q1,2020,1,Sacramento,Hydrogen,7
2020-Q1,2020,1,Sacramento,PHEV,178
2020-Q1,2020,1,San Benito,Electric,24
2020-Q1,2020,1,San Benito,PHEV,5
2020-Q1,2020,1,San Bernardino,Electric,644
2020-Q1,2020,1,San Bernardino,Hydrogen,7
2020-Q1,2020,1,San Bernardino,PHEV,282
2020-Q1,2020,1,San Diego,Electric,2507
2020-Q1,2020,1,San Diego,Hydrogen,8
2020-Q1,2020,1,San Diego,PHEV,578
2020-Q1,2020,1,San Francisco,Electric,784
2020-Q1,2020,1,San Francisco,Hydrogen,5
2020-Q1,2020,1,San Francisco,PHEV,175
2020-Q1,2020,1,San Joaquin,Electric,265
2020-Q1,2020,1,San Joaquin,Hydrogen,1
2020-Q1,2020,1,San Joaquin,PHEV,82
2020-Q1,2020,1,San Luis Obispo,Electric,143
2020-Q1,2020,1,San Luis Obispo,PHEV,26
2020-Q1,2020,1,San Mateo,Electric,1330
2020-Q1,2020,1,San Mateo,Hydrogen,6
2020-Q1,2020,1,San Mateo,PHEV,238
2020-Q1,2020,1,Santa Barbara,Electric,244
2020-Q1,2020,1,Santa Barbara,Hydrogen,3
2020-Q1,2020,1,Santa Barbara,PHEV,36
2020-Q1,2020,1,Santa Clara,Electric,3716
2020-Q1,2020,1,Santa Clara,Hydrogen,53
2020-Q1,2020,1,Santa Clara,PHEV,824
2020-Q1,2020,1,Santa Cruz,Electric,232
2020-Q1,2020,1,Santa Cruz,Hydrogen,1
2020-Q1,2020,1,Santa Cruz,PHEV,46
2020-Q1,2020,1,Shasta,Electric,25
2020-Q1,2020,1,Shasta,PHEV,7
2020-Q1,2020,1,Sierra,Electric,1
2020-Q1,2020,1,Siskiyou,Electric,1
2020-Q1,2020,1,Solano,Electric,155
2020-Q1,2020,1,Solano,PHEV,49
2020-Q1,2020,1,Sonoma,Electric,287
2020-Q1,2020,1,Sonoma,PHEV,78
2020-Q1,2020,1,Stanislaus,Electric,86
2020-Q1,2020,1,Stanislaus,PHEV,27
2020-Q1,2020,1,Sutter,Electric,15
2020-Q1,2020,1,Sutter,PHEV,4
2020-Q1,2020,1,Tehama,Electric,4
2020-Q1,2020,1,Tehama,PHEV,3
2020-Q1,2020,1,Trinity,Electric,1
2020-Q1,2020,1,Trinity,PHEV,1
2020-Q1,2020,1,Tulare,Electric,50
2020-Q1,2020,1,Tulare,PHEV,30
2020-Q1,2020,1,Tuolumne,Electric,13
2020-Q1,2020,1,Tuolumne,PHEV,4
2020-Q1,2020,1,Ventura,Electric,637
2020-Q1,2020,1,Ventura,Hydrogen,4
2020-Q1,2020,1,Ventura,PHEV,144
2020-Q1,2020,1,Yolo,Electric,114
2020-Q1,2020,1,Yolo,Hydrogen,1
2020-Q1,2020,1,Yolo,PHEV,35
2020-Q1,2020,1,Yuba,Electric,13
2020-Q1,2020,1,Yuba,PHEV,4
2020-Q2,2020,2,Alameda,Electric,873
2020-Q2,2020,2,Alameda,Hydrogen,6
2020-Q2,2020,2,Alameda,PHEV,222
2020-Q2,2020,2,Amador,Electric,5
2020-Q2,2020,2,Butte,Electric,20
2020-Q2,2020,2,Butte,PHEV,10
2020-Q2,2020,2,Calaveras,Electric,3
2020-Q2,2020,2,Calaveras,PHEV,3
2020-Q2,2020,2,Colusa,Electric,1
2020-Q2,2020,2,Colusa,PHEV,1
2020-Q2,2020,2,Contra Costa,Electric,519
2020-Q2,2020,2,Contra Costa,Hydrogen,4
2020-Q2,2020,2,Contra Costa,PHEV,145
2020-Q2,2020,2,El Dorado,Electric,58
2020-Q2,2020,2,El Dorado,PHEV,15
2020-Q2,2020,2,Fresno,Electric,100
2020-Q2,2020,2,Fresno,PHEV,42
2020-Q2,2020,2,Glenn,Electric,1
2020-Q2,2020,2,Humboldt,Electric,14
2020-Q2,2020,2,Humboldt,PHEV,8
2020-Q2,2020,2,Imperial,Electric,9
2020-Q2,2020,2,Imperial,PHEV,1
2020-Q2,2020,2,Inyo,Electric,2
2020-Q2,2020,2,Inyo,PHEV,1
2020-Q2,2020,2,Kern,Electric,67
2020-Q2,2020,2,Kern,PHEV,18
2020-Q2,2020,2,Kings,Electric,8
2020-Q2,2020,2,Kings,PHEV,7
2020-Q2,2020,2,Lake,Electric,5
2020-Q2,2020,2,Lake,PHEV,1
2020-Q2,2020,2,Lassen,Electric,1
2020-Q2,2020,2,Los Angeles,Electric,3585
2020-Q2,2020,2,Los Angeles,Hydrogen,50
2020-Q2,2020,2,Los Angeles,PHEV,1094
2020-Q2,2020,2,Madera,Electric,16
2020-Q2,2020,2,Madera,PHEV,3
2020-Q2,2020,2,Marin,Electric,222
2020-Q2,2020,2,Marin,PHEV,56
2020-Q2,2020,2,Mariposa,Electric,1
2020-Q2,2020,2,Mendocino,Electric,15
2020-Q2,2020,2,Mendocino,PHEV,4
2020-Q2,2020,2,Merced,Electric,15
2020-Q2,2020,2,Merced,PHEV,3
2020-Q2,2020,2,Mono,Electric,2
2020-Q2,2020,2,Mono,PHEV,2
2020-Q2,2020,2,Monterey,Electric,57
2020-Q2,2020,2,Monterey,PHEV,27
2020-Q2,2020,2,Napa,Electric,37
2020-Q2,2020,2,Napa,PHEV,16
2020-Q2,2020,2,Nevada,Electric,18
2020-Q2,2020,2,Nevada,PHEV,4
2020-Q2,2020,2,Orange,Electric,1636
2020-Q2,2020,2,Orange,Hydrogen,33
2020-Q2,2020,2,Orange,PHEV,504
2020-Q2,2020,2,Out Of State,Electric,43
2020-Q2,2020,2,Out Of State,Hydrogen,1
2020-Q2,2020,2,Out Of State,PHEV,29
2020-Q2,2020,2,Placer,Electric,121
2020-Q2,2020,2,Placer,PHEV,34
2020-Q2,2020,2,Plumas,Electric,2
2020-Q2,2020,2,Riverside,Electric,432
2020-Q2,2020,2,Riverside,Hydrogen,3
2020-Q2,2020,2,Riverside,PHEV,168
2020-Q2,2020,2,Sacramento,Electric,284
2020-Q2,2020,2,Sacramento,Hydrogen,1
2020-Q2,2020,2,Sacramento,PHEV,127
2020-Q2,2020,2,San Benito,Electric,10
2020-Q2,2020,2,San Benito,PHEV,3
2020-Q2,2020,2,San Bernardino,Electric,333
2020-Q2,2020,2,San Bernardino,Hydrogen,3
2020-Q2,2020,2,San Bernardino,PHEV,131
2020-Q2,2020,2,San Diego,Electric,946
2020-Q2,2020,2,San Diego,Hydrogen,1
2020-Q2,2020,2,San Diego,PHEV,288
2020-Q2,2020,2,San Francisco,Electric,430
2020-Q2,2020,2,San Francisco,Hydrogen,4
2020-Q2,2020,2,San Francisco,PHEV,99
2020-Q2,2020,2,San Joaquin,Electric,115
2020-Q2,2020,2,San Joaquin,PHEV,32
2020-Q2,2020,2,San Luis Obispo,Electric,65
2020-Q2,2020,2,San Luis Obispo,PHEV,25
2020-Q2,2020,2,San Mateo,Electric,534
2020-Q2,2020,2,San Mateo,Hydrogen,3
2020-Q2,2020,2,San Mateo,PHEV,89
2020-Q2,2020,2,Santa Barbara,Electric,138
2020-Q2,2020,2,Santa Barbara,Hydrogen,2
2020-Q2,2020,2,Santa Barbara,PHEV,28
2020-Q2,2020,2,Santa Clara,Electric,1377
2020-Q2,2020,2,Santa Clara,Hydrogen,17
2020-Q2,2020,2,Santa Clara,PHEV,275
2020-Q2,2020,2,Santa Cruz,Electric,93
2020-Q2,2020,2,Santa Cruz,PHEV,29
2020-Q2,2020,2,Shasta,Electric,19
2020-Q2,2020,2,Shasta,PHEV,5
2020-Q2,2020,2,Sierra,Electric,1
2020-Q2,2020,2,Siskiyou,Electric,2
2020-Q2,2020,2,Siskiyou,PHEV,1
2020-Q2,2020,2,Solano,Electric,92
2020-Q2,2020,2,Solano,PHEV,31
2020-Q2,2020,2,Sonoma,Electric,143
2020-Q2,2020,2,Sonoma,Hydrogen,1
2020-Q2,2020,2,Sonoma,PHEV,45
2020-Q2,2020,2,Stanislaus,Electric,50
2020-Q2,2020,2,Stanislaus,PHEV,15
2020-Q2,2020,2,Sutter,Electric,13
2020-Q2,2020,2,Sutter,PHEV,2
2020-Q2,2020,2,Tehama,Electric,3
2020-Q2,2020,2,Tehama,PHEV,1
2020-Q2,2020,2,Trinity,Electric,1
2020-Q2,2020,2,Tulare,Electric,24
2020-Q2,2020,2,Tulare,PHEV,3
2020-Q2,2020,2,Tuolumne,Electric,4
2020-Q2,2020,2,Ventura,Electric,277
2020-Q2,2020,2,Ventura,PHEV,66
2020-Q2,2020,2,Yolo,Electric,54
2020-Q2,2020,2,Yolo,Hydrogen,1
2020-Q2,2020,2,Yolo,PHEV,19
2020-Q2,2020,2,Yuba,PHEV,1
2020-Q3,2020,3,Alameda,Electric,1227
2020-Q3,2020,3,Alameda,Hydrogen,15
2020-Q3,2020,3,Alameda,PHEV,393
2020-Q3,2020,3,Amador,Electric,9
2020-Q3,2020,3,Butte,Electric,28
2020-Q3,2020,3,Butte,PHEV,12
2020-Q3,2020,3,Calaveras,Electric,10
2020-Q3,2020,3,Calaveras,PHEV,3
2020-Q3,2020,3,Contra Costa,Electric,766
2020-Q3,2020,3,Contra Costa,Hydrogen,8
2020-Q3,2020,3,Contra Costa,PHEV,226
2020-Q3,2020,3,Del Norte,Electric,4
2020-Q3,2020,3,El Dorado,Electric,95
2020-Q3,2020,3,El Dorado,PHEV,20
2020-Q3,2020,3,Fresno,Electric,201
2020-Q3,2020,3,Fresno,PHEV,62
2020-Q3,2020,3,Glenn,Electric,4
2020-Q3,2020,3,Glenn,PHEV,2
2020-Q3,2020,3,Humboldt,Electric,15
2020-Q3,2020,3,Humboldt,PHEV,11
2020-Q3,2020,3,Imperial,Electric,10
2020-Q3,2020,3,Imperial,PHEV,1
2020-Q3,2020,3,Inyo,Electric,3
2020-Q3,2020,3,Inyo,PHEV,3
2020-Q3,2020,3,Kern,Electric,98
2020-Q3,2020,3,Kern,PHEV,40
2020-Q3,2020,3,Kings,Electric,12
2020-Q3,2020,3,Kings,PHEV,10
2020-Q3,2020,3,Lake,Electric,9
2020-Q3,2020,3,Lake,PHEV,4
2020-Q3,2020,3,Los Angeles,Electric,5342
2020-Q3,2020,3,Los Angeles,Hydrogen,86
2020-Q3,2020,3,Los Angeles,PHEV,1785
2020-Q3,2020,3,Madera,Electric,10
2020-Q3,2020,3,Madera,PHEV,3
2020-Q3,2020,3,Marin,Electric,366
2020-Q3,2020,3,Marin,Hydrogen,1
2020-Q3,2020,3,Marin,PHEV,89
2020-Q3,2020,3,Mariposa,Electric,2
2020-Q3,2020,3,Mendocino,Electric,22
2020-Q3,2020,3,Mendocino,PHEV,4
2020-Q3,2020,3,Merced,Electric,39
2020-Q3,2020,3,Merced,PHEV,9
2020-Q3,2020,3,Mono,Electric,5
2020-Q3,2020,3,Mono,PHEV,3
2020-Q3,2020,3,Monterey,Electric,96
2020-Q3,2020,3,Monterey,Hydrogen,1
2020-Q3,2020,3,Monterey,PHEV,37
2020-Q3,2020,3,Napa,Electric,79
2020-Q3,2020,3,Napa,PHEV,27
2020-Q3,2020,3,Nevada,Electric,50
2020-Q3,2020,3,Nevada,PHEV,15
2020-Q3,2020,3,Orange,Electric,2944
2020-Q3,2020,3,Orange,Hydrogen,39
2020-Q3,2020,3,Orange,PHEV,852
2020-Q3,2020,3,Out Of State,Electric,32
2020-Q3,2020,3,Out Of State,PHEV,56
2020-Q3,2020,3,Placer,Electric,240
2020-Q3,2020,3,Placer,Hydrogen,2
2020-Q3,2020,3,Placer,PHEV,55
2020-Q3,2020,3,Plumas,Electric,2
2020-Q3,2020,3,Riverside,Electric,736
2020-Q3,2020,3,Riverside,Hydrogen,1
2020-Q3,2020,3,Riverside,PHEV,241
2020-Q3,2020,3,Sacramento,Electric,502
2020-Q3,2020,3,Sacramento,Hydrogen,2
2020-Q3,2020,3,Sacramento,PHEV,213
2020-Q3,2020,3,San Benito,Electric,19
2020-Q3,2020,3,San Benito,PHEV,9
2020-Q3,2020,3,San Bernardino,Electric,530
2020-Q3,2020,3,San Bernardino,Hydrogen,2
2020-Q3,2020,3,San Bernardino,PHEV,208
2020-Q3,2020,3,San Diego,Electric,1868
2020-Q3,2020,3,San Diego,Hydrogen,2
2020-Q3,2020,3,San Diego,PHEV,503
2020-Q3,2020,3,San Francisco,Electric,845
2020-Q3,2020,3,San Francisco,Hydrogen,2
2020-Q3,2020,3,San Francisco,PHEV,225
2020-Q3,2020,3,San Joaquin,Electric,195
2020-Q3,2020,3,San Joaquin,PHEV,59
2020-Q3,2020,3,San Luis Obispo,Electric,115
2020-Q3,2020,3,San Luis Obispo,PHEV,28
2020-Q3,2020,3,San Mateo,Electric,793
2020-Q3,2020,3,San Mateo,Hydrogen,7
2020-Q3,2020,3,San Mateo,PHEV,177
2020-Q3,2020,3,Santa Barbara,Electric,205
2020-Q3,2020,3,Santa Barbara,Hydrogen,2
2020-Q3,2020,3,Santa Barbara,PHEV,57
2020-Q3,2020,3,Santa Clara,Electric,1956
2020-Q3,2020,3,Santa Clara,Hydrogen,39
2020-Q3,2020,3,Santa Clara,PHEV,460
2020-Q3,2020,3,Santa Cruz,Electric,126
2020-Q3,2020,3,Santa Cruz,PHEV,42
2020-Q3,2020,3,Shasta,Electric,20
2020-Q3,2020,3,Shasta,PHEV,11
2020-Q3,2020,3,Sierra,Electric,1
2020-Q3,2020,3,Siskiyou,Electric,3
2020-Q3,2020,3,Siskiyou,PHEV,1
2020-Q3,2020,3,Solano,Electric,144
2020-Q3,2020,3,Solano,PHEV,44
2020-Q3,2020,3,Sonoma,Electric,255
2020-Q3,2020,3,Sonoma,PHEV,93
2020-Q3,2020,3,Stanislaus,Electric,88
2020-Q3,2020,3,Stanislaus,PHEV,27
2020-Q3,2020,3,Sutter,Electric,12
2020-Q3,2020,3,Sutter,PHEV,4
2020-Q3,2020,3,Tehama,Electric,6
2020-Q3,2020,3,Tehama,PHEV,2
2020-Q3,2020,3,Trinity,Electric,2
2020-Q3,2020,3,Tulare,Electric,47
2020-Q3,2020,3,Tulare,PHEV,11
2020-Q3,2020,3,Tuolumne,Electric,6
2020-Q3,2020,3,Tuolumne,PHEV,3
2020-Q3,2020,3,Ventura,Electric,461
2020-Q3,2020,3,Ventura,Hydrogen,1
2020-Q3,2020,3,Ventura,PHEV,114
2020-Q3,2020,3,Yolo,Electric,66
2020-Q3,2020,3,Yolo,Hydrogen,1
2020-Q3,2020,3,Yolo,PHEV,38
2020-Q3,2020,3,Yuba,Electric,11
2020-Q3,2020,3,Yuba,PHEV,2
2020-Q4,2020,4,Alameda,Electric,1644
2020-Q4,2020,4,Alameda,Hydrogen,10
2020-Q4,2020,4,Alameda,PHEV,522
2020-Q4,2020,4,Alpine,Electric,1
2020-Q4,2020,4,Amador,Electric,5
2020-Q4,2020,4,Amador,PHEV,3
2020-Q4,2020,4,Butte,Electric,40
2020-Q4,2020,4,Butte,PHEV,23
2020-Q4,2020,4,Calaveras,Electric,3
2020-Q4,2020,4,Calaveras,PHEV,7
2020-Q4,2020,4,Colusa,PHEV,1
2020-Q4,2020,4,Contra Costa,Electric,1092
2020-Q4,2020,4,Contra Costa,Hydrogen,10
2020-Q4,2020,4,Contra Costa,PHEV,355
2020-Q4,2020,4,Del Norte,Electric,1
2020-Q4,2020,4,Del Norte,PHEV,1
2020-Q4,2020,4,El Dorado,Electric,108
2020-Q4,2020,4,El Dorado,PHEV,36
2020-Q4,2020,4,Fresno,Electric,262
2020-Q4,2020,4,Fresno,PHEV,76
2020-Q4,2020,4,Glenn,Electric,6
2020-Q4,2020,4,Glenn,PHEV,3
2020-Q4,2020,4,Humboldt,Electric,22
2020-Q4,2020,4,Humboldt,PHEV,11
2020-Q4,2020,4,Imperial,Electric,11
2020-Q4,2020,4,Imperial,PHEV,5
2020-Q4,2020,4,Inyo,Electric,5
2020-Q4,2020,4,Inyo,PHEV,3
2020-Q4,2020,4,Kern,Electric,150
2020-Q4,2020,4,Kern,PHEV,53
2020-Q4,2020,4,Kings,Electric,12
2020-Q4,2020,4,Kings,PHEV,9
2020-Q4,2020,4,Lake,Electric,5
2020-Q4,2020,4,Lake,PHEV,1
2020-Q4,2020,4,Lassen,Electric,2
2020-Q4,2020,4,Los Angeles,Electric,7308
2020-Q4,2020,4,Los Angeles,Hydrogen,141
2020-Q4,2020,4,Los Angeles,PHEV,2588
2020-Q4,2020,4,Madera,Electric,25
2020-Q4,2020,4,Madera,PHEV,9
2020-Q4,2020,4,Marin,Electric,447
2020-Q4,2020,4,Marin,PHEV,159
2020-Q4,2020,4,Mariposa,Electric,2
2020-Q4,2020,4,Mariposa,PHEV,1
2020-Q4,2020,4,Mendocino,Electric,15
2020-Q4,2020,4,Mendocino,PHEV,14
2020-Q4,2020,4,Merced,Electric,30
2020-Q4,2020,4,Merced,PHEV,12
2020-Q4,2020,4,Mono,Electric,4
2020-Q4,2020,4,Mono,PHEV,2
2020-Q4,2020,4,Monterey,Electric,148
2020-Q4,2020,4,Monterey,PHEV,53
2020-Q4,2020,4,Napa,Electric,110
2020-Q4,2020,4,Napa,PHEV,22
2020-Q4,2020,4,Nevada,Electric,74
2020-Q4,2020,4,Nevada,Hydrogen,1
2020-Q4,2020,4,Nevada,PHEV,15
2020-Q4,2020,4,Orange,Electric,3867
2020-Q4,2020,4,Orange,Hydrogen,49
2020-Q4,2020,4,Orange,PHEV,1118
2020-Q4,2020,4,Out Of State,Electric,32
2020-Q4,2020,4,Out Of State,PHEV,53
2020-Q4,2020,4,Placer,Electric,356
2020-Q4,2020,4,Placer,Hydrogen,2
2020-Q4,2020,4,Placer,PHEV,79
2020-Q4,2020,4,Plumas,Electric,3
2020-Q4,2020,4,Plumas,PHEV,1
2020-Q4,2020,4,Riverside,Electric,1089
2020-Q4,2020,4,Riverside,Hydrogen,4
2020-Q4,2020,4,Riverside,PHEV,334
2020-Q4,2020,4,Sacramento,Electric,609
2020-Q4,2020,4,Sacramento,Hydrogen,1
2020-Q4,2020,4,Sacramento,PHEV,241
2020-Q4,2020,4,San Benito,Electric,37
2020-Q4,2020,4,San Benito,PHEV,10
2020-Q4,2020,4,San Bernardino,Electric,764
2020-Q4,2020,4,San Bernardino,Hydrogen,11
2020-Q4,2020,4,San Bernardino,PHEV,301
2020-Q4,2020,4,San Diego,Electric,2533
2020-Q4,2020,4,San Diego,Hydrogen,16
2020-Q4,2020,4,San Diego,PHEV,727
2020-Q4,2020,4,San Francisco,Electric,1069
2020-Q4,2020,4,San Francisco,Hydrogen,1
2020-Q4,2020,4,San Francisco,PHEV,355
2020-Q4,2020,4,San Joaquin,Electric,322
2020-Q4,2020,4,San Joaquin,PHEV,72
2020-Q4,2020,4,San Luis Obispo,Electric,166
2020-Q4,2020,4,San Luis Obispo,PHEV,62
2020-Q4,2020,4,San Mateo,Electric,1032
2020-Q4,2020,4,San Mateo,Hydrogen,1
2020-Q4,2020,4,San Mateo,PHEV,249
2020-Q4,2020,4,Santa Barbara,Electric,320
2020-Q4,2020,4,Santa Barbara,Hydrogen,1
2020-Q4,2020,4,Santa Barbara,PHEV,71
2020-Q4,2020,4,Santa Clara,Electric,2430
2020-Q4,2020,4,Santa Clara,Hydrogen,33
2020-Q4,2020,4,Santa Clara,PHEV,623
2020-Q4,2020,4,Santa Cruz,Electric,176
2020-Q4,2020,4,Santa Cruz,PHEV,50
2020-Q4,2020,4,Shasta,Electric,31
2020-Q4,2020,4,Shasta,PHEV,21
2020-Q4,2020,4,Siskiyou,Electric,4
2020-Q4,2020,4,Siskiyou,PHEV,1
2020-Q4,2020,4,Solano,Electric,176
2020-Q4,2020,4,Solano,Hydrogen,1
2020-Q4,2020,4,Solano,PHEV,65
2020-Q4,2020,4,Sonoma,Electric,309
2020-Q4,2020,4,Sonoma,Hydrogen,1
2020-Q4,2020,4,Sonoma,PHEV,111
2020-Q4,2020,4,Stanislaus,Electric,120
2020-Q4,2020,4,Stanislaus,PHEV,41
2020-Q4,2020,4,Sutter,Electric,16
2020-Q4,2020,4,Sutter,PHEV,6
2020-Q4,2020,4,Tehama,Electric,6
2020-Q4,2020,4,Tehama,PHEV,3
2020-Q4,2020,4,Trinity,Electric,3
2020-Q4,2020,4,Tulare,Electric,46
2020-Q4,2020,4,Tulare,PHEV,25
2020-Q4,2020,4,Tuolumne,Electric,9
2020-Q4,2020,4,Tuolumne,PHEV,3
2020-Q4,2020,4,Ventura,Electric,596
2020-Q4,2020,4,Ventura,Hydrogen,4
2020-Q4,2020,4,Ventura,PHEV,153
2020-Q4,2020,4,Yolo,Electric,91
2020-Q4,2020,4,Yolo,PHEV,35
2020-Q4,2020,4,Yuba,Electric,19
2020-Q4,2020,4,Yuba,PHEV,3
2021-Q1,2021,1,Alameda,Electric,2104
2021-Q1,2021,1,Alameda,Hydrogen,39
2021-Q1,2021,1,Alameda,PHEV,608
2021-Q1,2021,1,Alpine,Electric,3
2021-Q1,2021,1,Amador,Electric,8
2021-Q1,2021,1,Amador,PHEV,1
2021-Q1,2021,1,Butte,Electric,41
2021-Q1,2021,1,Butte,PHEV,24
2021-Q1,2021,1,Calaveras,Electric,11
2021-Q1,2021,1,Calaveras,PHEV,10
2021-Q1,2021,1,Colusa,Electric,3
2021-Q1,2021,1,Colusa,PHEV,1
2021-Q1,2021,1,Contra Costa,Electric,1196
2021-Q1,2021,1,Contra Costa,Hydrogen,19
2021-Q1,2021,1,Contra Costa,PHEV,432
2021-Q1,2021,1,Del Norte,Electric,1
2021-Q1,2021,1,Del Norte,PHEV,1
2021-Q1,2021,1,El Dorado,Electric,115
2021-Q1,2021,1,El Dorado,Hydrogen,1
2021-Q1,2021,1,El Dorado,PHEV,48
2021-Q1,2021,1,Fresno,Electric,288
2021-Q1,2021,1,Fresno,Hydrogen,1
2021-Q1,2021,1,Fresno,PHEV,103
2021-Q1,2021,1,Glenn,Electric,6
2021-Q1,2021,1,Glenn,PHEV,1
2021-Q1,2021,1,Humboldt,Electric,33
